Name, Succ, Fail, Send Rate (TPS), Max Latency (s), Min Latency (s), Avg Latency (s), Throughput (TPS)
create-asset-load-675, 66700, 0, 223.8, 4.67, 0.31, 1.68, 222.9
create-asset-load-750, 75264, 0, 252.0, 5.53, 0.26, 1.81, 251.1
create-asset-load-825, 71376, 0, 238.6, 5.15, 0.21, 2.16, 238.0
create-asset-load-900, 79158, 0, 265.4, 5.57, 0.50, 2.26, 264.7

Benchmark 3
create-asset-load-75, 17845, 0, 60.0, 1.78, 0.13, 0.94, 59.9
create-asset-load-150, 25956, 0, 87.3, 2.17, 0.14, 0.99, 87.1
create-asset-load-225, 36665, 0, 123.2, 2.59, 0.21, 0.98, 122.9
create-asset-load-300, 55101, 0, 184.8, 2.76, 0.26, 1.11, 184.5
create-asset-load-375, 56104, 0, 188.6, 3.51, 0.23, 1.21, 188.4
create-asset-load-450, 59188, 0, 199.0, 3.59, 0.23, 1.27, 198.6
create-asset-load-525, 68507, 0, 230.6, 4.93, 0.30, 1.49, 230.0
create-asset-load-600, 73031, 0, 245.6, 4.40, 0.25, 1.57, 245.4
create-asset-load-675, 71012, 0, 238.4, 5.15, 0.42, 1.62, 236.8
create-asset-load-750, 77111, 0, 258.9, 4.62, 0.30, 1.74, 257.9
create-asset-load-825, 76601, 0, 256.0, 5.35, 0.32, 2.07, 255.7
create-asset-load-900, 74638, 0, 248.3, 6.22, 0.33, 2.28, 247.5

Benchmark 4
create-asset-load-75, 16636, 0, 56.0, 1.65, 0.44, 1.08, 56.0
create-asset-load-150, 26191, 0, 88.1, 2.47, 0.14, 0.97, 87.8
create-asset-load-225, 36837, 0, 123.7, 2.84, 0.16, 1.00, 123.5
create-asset-load-300, 55625, 0, 187.3, 3.71, 0.31, 1.10, 186.9
create-asset-load-375, 57622, 0, 193.2, 3.63, 0.23, 1.17, 192.8
create-asset-load-450, 59201, 0, 199.2, 3.69, 0.17, 1.24, 198.7
create-asset-load-525, 72417, 0, 242.8, 3.93, 0.32, 1.35, 242.5
create-asset-load-600, 72443, 0, 243.6, 5.45, 0.17, 1.64, 243.3
create-asset-load-675, 68715, 0, 230.6, 4.39, 0.28, 1.62, 230.3
create-asset-load-750, 77975, 0, 261.0, 4.30, 0.34, 1.70, 260.5
create-asset-load-825, 73407, 0, 246.7, 6.14, 0.50, 2.14, 244.9
create-asset-load-900, 75314, 0, 252.8, 5.86, 0.52, 2.25, 252.0

Benchmark 5
create-asset-load-75, 18565, 0, 62.5, 1.90, 0.19, 0.90, 62.4
create-asset-load-150, 26005, 0, 87.5, 2.29, 0.13, 0.96, 87.4
create-asset-load-225, 36603, 0, 123.2, 2.26, 0.23, 1.00, 123.0
create-asset-load-300, 54660, 0, 183.5, 2.58, 0.29, 1.12, 182.8
create-asset-load-375, 57707, 0, 194.0, 3.02, 0.17, 1.18, 193.8
create-asset-load-450, 61518, 0, 206.6, 3.22, 0.22, 1.19, 206.2
create-asset-load-525, 69716, 0, 233.9, 4.60, 0.29, 1.39, 233.5
create-asset-load-600, 69473, 0, 232.2, 5.34, 0.48, 1.76, 231.0
create-asset-load-675, 71533, 0, 240.0, 4.79, 0.25, 1.65, 239.6
create-asset-load-750, 76465, 0, 256.3, 5.24, 0.29, 1.79, 255.8
create-asset-load-825, 75804, 0, 253.6, 5.40, 0.42, 2.06, 253.1
create-asset-load-900, 75805, 0, 253.6, 6.67, 0.20, 2.23, 252.8

Benchmark 6
create-asset-load-75, 17230, 0, 58.0, 1.72, 0.50, 1.05, 57.9
create-asset-load-150, 26303, 0, 88.4, 2.53, 0.12, 0.97, 88.2
create-asset-load-225, 36560, 0, 122.9, 2.98, 0.17, 0.99, 122.8
create-asset-load-300, 55754, 0, 187.1, 2.95, 0.17, 1.10, 186.1
create-asset-load-375, 57260, 0, 192.6, 2.79, 0.20, 1.20, 192.5
create-asset-load-450, 60395, 0, 203.0, 3.55, 0.23, 1.25, 202.7
create-asset-load-525, 65916, 0, 222.2, 4.10, 0.26, 1.48, 221.2
create-asset-load-600, 73394, 0, 246.7, 4.37, 0.31, 1.60, 245.6
create-asset-load-675, 69772, 0, 234.4, 6.02, 0.30, 1.64, 234.0
create-asset-load-750, 72799, 0, 244.0, 5.19, 0.17, 1.84, 243.6
create-asset-load-825, 81607, 0, 272.6, 5.11, 0.36, 1.96, 270.9
create-asset-load-900, 70837, 0, 237.3, 6.01, 0.51, 2.36, 236.8

Benchmark 7
create-asset-load-75, 17078, 0, 57.5, 1.99, 0.18, 0.96, 57.4
create-asset-load-150, 27329, 0, 91.9, 1.94, 0.16, 0.95, 91.7
create-asset-load-225, 36488, 0, 122.5, 2.48, 0.19, 1.00, 122.1
create-asset-load-300, 57344, 0, 193.0, 3.59, 0.31, 1.10, 192.6
create-asset-load-375, 56436, 0, 189.8, 3.78, 0.19, 1.20, 189.6
create-asset-load-450, 60020, 0, 201.8, 3.46, 0.29, 1.23, 201.4
create-asset-load-525, 70136, 0, 235.4, 4.36, 0.27, 1.38, 234.9
create-asset-load-600, 71592, 0, 240.8, 5.53, 0.25, 1.66, 240.2
create-asset-load-675, 74381, 0, 249.8, 3.84, 0.21, 1.59, 249.4
create-asset-load-750, 72163, 0, 241.6, 5.04, 0.31, 1.87, 241.0
create-asset-load-825, 78246, 0, 263.0, 5.02, 0.47, 1.96, 262.3
create-asset-load-900, 70455, 0, 236.1, 5.47, 0.47, 2.34, 234.8

Benchmark 8
create-asset-load-75, 17213, 0, 57.9, 1.81, 0.17, 0.97, 57.8
create-asset-load-150, 26501, 0, 89.1, 2.29, 0.17, 0.96, 88.9
create-asset-load-225, 36566, 0, 122.9, 2.54, 0.19, 0.99, 122.6
create-asset-load-300, 55745, 0, 187.2, 3.90, 0.16, 1.11, 186.7
create-asset-load-375, 55684, 0, 187.2, 3.41, 0.16, 1.18, 187.1
create-asset-load-450, 61142, 0, 205.6, 4.28, 0.22, 1.25, 204.9
create-asset-load-525, 69506, 0, 233.0, 4.34, 0.19, 1.39, 232.0
create-asset-load-600, 74885, 0, 251.6, 5.11, 0.43, 1.63, 251.0
create-asset-load-675, 72224, 0, 242.3, 4.60, 0.25, 1.67, 241.8
create-asset-load-750, 76539, 0, 256.5, 4.24, 0.25, 1.75, 256.0
create-asset-load-825, 67116, 0, 223.4, 6.07, 0.53, 2.35, 223.0
create-asset-load-900, 74555, 0, 249.9, 7.04, 0.65, 2.37, 249.4

Benchmark 9
create-asset-load-75, 17272, 0, 58.2, 1.93, 0.16, 1.00, 58.1
create-asset-load-150, 26382, 0, 88.8, 2.08, 0.16, 0.97, 88.7
create-asset-load-225, 38096, 0, 128.1, 2.84, 0.23, 0.98, 127.9
create-asset-load-300, 55853, 0, 187.7, 3.31, 0.26, 1.08, 187.2
create-asset-load-375, 58311, 0, 195.4, 3.63, 0.19, 1.15, 194.7
create-asset-load-450, 61280, 0, 206.6, 3.11, 0.20, 1.21, 206.2
create-asset-load-525, 70158, 0, 235.3, 3.79, 0.34, 1.39, 234.9
create-asset-load-600, 76948, 0, 258.6, 5.28, 0.20, 1.57, 258.5
create-asset-load-675, 69607, 0, 234.2, 5.09, 0.24, 1.71, 233.7
create-asset-load-750, 77659, 0, 260.5, 5.21, 0.16, 1.79, 260.2
create-asset-load-825, 70750, 0, 236.8, 5.15, 0.33, 2.16, 236.3
create-asset-load-900, 72734, 0, 244.2, 5.60, 0.43, 2.24, 243.2
