Name, Succ, Fail, Send Rate (TPS), Max Latency (s), Min Latency (s), Avg Latency (s), Throughput (TPS)
create-asset-load-300, 63813, 0, 215.2, 2.46, 0.20, 0.98, 214.7
create-asset-load-375, 65713, 0, 221.2, 2.76, 0.12, 1.04, 220.7
create-asset-load-450, 71558, 0, 240.8, 2.71, 0.23, 1.07, 240.4
create-asset-load-525, 74290, 0, 250.3, 3.81, 0.16, 1.33, 249.8
create-asset-load-600, 70050, 0, 235.6, 4.76, 0.13, 1.61, 235.4
create-asset-load-675, 71984, 0, 241.5, 5.02, 0.23, 1.61, 241.3
create-asset-load-750, 72455, 0, 242.6, 5.71, 0.39, 1.87, 242.0
create-asset-load-825, 67880, 0, 227.8, 5.75, 0.11, 2.21, 227.6
create-asset-load-900, 71729, 0, 240.5, 6.77, 0.30, 2.25, 240.2

Benchmark 7
create-asset-load-75, 20680, 0, 69.6, 1.60, 0.16, 0.85, 69.6
create-asset-load-150, 31456, 0, 105.9, 1.74, 0.13, 0.81, 105.6
create-asset-load-225, 41702, 0, 140.4, 1.85, 0.18, 0.86, 140.1
create-asset-load-300, 61632, 0, 207.2, 3.27, 0.23, 0.98, 206.8
create-asset-load-375, 65365, 0, 219.9, 3.00, 0.26, 1.04, 219.7
create-asset-load-450, 65709, 0, 220.8, 3.38, 0.15, 1.18, 220.7
create-asset-load-525, 78273, 0, 262.6, 4.12, 0.24, 1.26, 262.2
create-asset-load-600, 67427, 0, 226.8, 4.70, 0.17, 1.62, 226.4
create-asset-load-675, 77848, 0, 261.5, 4.51, 0.24, 1.38, 260.9
create-asset-load-750, 78727, 0, 263.6, 5.67, 0.25, 1.81, 262.1
create-asset-load-825, 72342, 0, 241.5, 6.36, 0.29, 2.12, 240.6
create-asset-load-900, 74912, 0, 249.6, 5.49, 0.38, 2.26, 249.0

Benchmark 8
create-asset-load-75, 22638, 0, 76.3, 1.51, 0.16, 0.74, 76.2
create-asset-load-150, 32838, 0, 110.5, 1.60, 0.11, 0.80, 110.3
