Name, Succ, Fail, Send Rate (TPS), Max Latency (s), Min Latency (s), Avg Latency (s), Throughput (TPS)
create-asset-load-600, 131496, 0, 443.3, 1.79, 0.22, 0.90, 442.6
create-asset-load-900, 162711, 0, 547.9, 2.41, 0.21, 1.07, 546.7
create-asset-load-1200, 186835, 0, 628.6, 2.95, 0.24, 1.22, 627.6
create-asset-load-1500, 198042, 0, 665.9, 3.41, 0.30, 1.44, 665.0
create-asset-load-1800, 196654, 0, 660.5, 3.80, 0.27, 1.75, 659.7
create-asset-load-2100, 206148, 0, 691.9, 4.40, 0.20, 1.94, 690.6
create-asset-load-2400, 189289, 0, 634.6, 6.68, 0.49, 2.44, 633.3
create-asset-load-2700, 203537, 0, 681.8, 5.94, 0.33, 2.62, 680.3
create-asset-load-3000, 203888, 0, 682.3, 7.63, 0.42, 2.83, 681.0

Benchmark 4
create-asset-load-300, 75746, 0, 255.3, 1.85, 0.14, 0.70, 254.8
create-asset-load-600, 128207, 0, 431.9, 1.93, 0.15, 0.89, 431.6
create-asset-load-900, 156269, 0, 526.0, 2.80, 0.17, 1.10, 525.3
create-asset-load-1200, 184411, 0, 620.5, 3.33, 0.24, 1.22, 620.0
create-asset-load-1500, 194671, 0, 655.4, 3.65, 0.18, 1.42, 654.5
create-asset-load-1800, 196084, 0, 659.0, 4.73, 0.23, 1.75, 657.5
create-asset-load-2100, 190102, 0, 638.5, 4.93, 0.17, 2.07, 637.7
create-asset-load-2400, 183426, 0, 614.3, 6.07, 0.34, 2.57, 612.9
create-asset-load-2700, 196099, 0, 656.7, 6.59, 0.36, 2.62, 655.7
create-asset-load-3000, 179022, 0, 598.9, 7.39, 0.70, 3.33, 597.4

Benchmark 5
create-asset-load-300, 74278, 0, 249.8, 1.79, 0.16, 0.71, 249.3
create-asset-load-600, 130876, 0, 439.6, 2.13, 0.15, 0.88, 438.8
create-asset-load-900, 155862, 0, 524.8, 2.50, 0.19, 1.07, 524.3
create-asset-load-1200, 189179, 0, 635.5, 2.92, 0.21, 1.18, 634.6
create-asset-load-1500, 194554, 0, 654.1, 4.29, 0.14, 1.42, 652.8
create-asset-load-1800, 197966, 0, 665.2, 4.17, 0.26, 1.71, 663.8
create-asset-load-2100, 187895, 0, 630.7, 5.14, 0.23, 2.11, 629.8
create-asset-load-2400, 185723, 0, 622.6, 5.85, 0.23, 2.47, 622.0
create-asset-load-2700, 184726, 0, 616.5, 6.47, 0.21, 2.79, 615.0
create-asset-load-3000, 192318, 0, 642.0, 7.06, 0.55, 2.91, 640.3

Benchmark 6
create-asset-load-300, 77462, 0, 260.5, 1.81, 0.15, 0.70, 260.0
create-asset-load-600, 127240, 0, 428.4, 2.50, 0.16, 0.88, 427.6
create-asset-load-900, 165644, 0, 557.6, 2.54, 0.17, 1.02, 557.2
create-asset-load-1200, 186461, 0, 627.8, 3.00, 0.24, 1.22, 627.2
create-asset-load-1500, 195617, 0, 658.0, 3.78, 0.20, 1.40, 655.6
create-asset-load-1800, 187732, 0, 628.9, 4.29, 0.17, 1.78, 627.8
create-asset-load-2100, 207980, 0, 698.7, 5.17, 0.27, 1.90, 698.1
create-asset-load-2400, 199186, 0, 668.0, 5.63, 0.29, 2.28, 665.9
create-asset-load-2700, 183457, 0, 613.3, 6.71, 0.20, 2.99, 612.8
create-asset-load-3000, 191919, 0, 642.3, 6.82, 0.22, 3.04, 641.4

Benchmark 7
create-asset-load-300, 73646, 0, 248.2, 1.90, 0.15, 0.74, 247.9
create-asset-load-600, 129897, 0, 437.0, 2.18, 0.20, 0.89, 436.2
create-asset-load-900, 162213, 0, 546.2, 2.73, 0.14, 1.06, 545.2
create-asset-load-1200, 178562, 0, 600.9, 3.34, 0.29, 1.26, 599.6
create-asset-load-1500, 186429, 0, 623.7, 3.63, 0.29, 1.47, 622.8
create-asset-load-1800, 201556, 0, 677.0, 5.56, 0.45, 1.67, 675.9
create-asset-load-2100, 191559, 0, 643.0, 5.77, 0.23, 2.07, 642.2
create-asset-load-2400, 187314, 0, 627.6, 6.27, 0.11, 2.44, 627.2
create-asset-load-2700, 200799, 0, 675.4, 7.75, 0.45, 2.46, 673.0
create-asset-load-3000, 184415, 0, 616.2, 7.40, 0.32, 3.24, 615.5

Benchmark 8
create-asset-load-300, 72944, 0, 245.8, 1.86, 0.15, 0.74, 245.3
create-asset-load-600, 130451, 0, 438.1, 2.11, 0.17, 0.89, 437.2
create-asset-load-900, 161201, 0, 543.2, 2.65, 0.15, 1.06, 542.5
create-asset-load-1200, 177952, 0, 597.8, 3.11, 0.15, 1.26, 596.8
create-asset-load-1500, 201520, 0, 678.3, 3.82, 0.15, 1.39, 677.5
create-asset-load-1800, 195173, 0, 656.8, 4.25, 0.25, 1.76, 654.7
create-asset-load-2100, 199281, 0, 669.1, 4.82, 0.28, 1.99, 667.8
create-asset-load-2400, 187642, 0, 627.4, 5.91, 0.23, 2.45, 626.1
create-asset-load-2700, 199020, 0, 668.9, 6.82, 0.42, 2.56, 667.0
create-asset-load-3000, 192940, 0, 645.2, 6.71, 0.21, 3.06, 644.2

Benchmark 9
create-asset-load-300, 74946, 0, 252.0, 1.87, 0.12, 0.72, 251.6
create-asset-load-600, 126527, 0, 425.5, 1.90, 0.19, 0.91, 425.0
create-asset-load-900, 161304, 0, 543.0, 2.90, 0.20, 1.06, 542.6
create-asset-load-1200, 180460, 0, 607.5, 3.19, 0.16, 1.26, 607.0
create-asset-load-1500, 198896, 0, 668.8, 3.76, 0.12, 1.38, 668.5
create-asset-load-1800, 203115, 0, 682.9, 4.63, 0.17, 1.67, 681.5
create-asset-load-2100, 215068, 0, 722.4, 6.31, 0.39, 1.84, 720.5
create-asset-load-2400, 209045, 0, 701.0, 6.05, 0.23, 2.18, 699.9
create-asset-load-2700, 199880, 0, 673.5, 6.52, 0.36, 2.65, 672.1
create-asset-load-3000, 196736, 0, 658.2, 8.05, 0.41, 2.86, 654.8
