Name, Succ, Fail, Send Rate (TPS), Max Latency (s), Min Latency (s), Avg Latency (s), Throughput (TPS)
create-asset-load-675, 44388, 0, 147.0, 6.87, 0.21, 2.82, 146.6
create-asset-load-750, 41111, 0, 136.8, 7.54, 0.50, 3.16, 135.7
create-asset-load-825, 43996, 0, 146.2, 7.36, 0.26, 3.23, 145.6
create-asset-load-900, 42685, 0, 142.6, 9.11, 0.21, 3.66, 142.2

Benchmark 3
create-asset-load-75, 18042, 0, 60.7, 2.69, 0.21, 0.97, 60.7
create-asset-load-150, 24687, 0, 83.1, 3.24, 0.22, 1.01, 83.0
create-asset-load-225, 35418, 0, 118.9, 4.14, 0.23, 1.10, 118.8
create-asset-load-300, 46432, 0, 156.2, 5.21, 0.47, 1.39, 155.8
create-asset-load-375, 39458, 0, 132.4, 4.82, 0.25, 1.61, 132.0
create-asset-load-450, 43906, 0, 147.1, 5.52, 0.44, 1.79, 146.9
create-asset-load-525, 42192, 0, 141.9, 6.33, 0.60, 2.21, 141.3
create-asset-load-600, 42814, 0, 142.7, 7.77, 0.27, 2.56, 142.2
create-asset-load-675, 44974, 0, 150.6, 8.22, 0.50, 2.64, 150.2
create-asset-load-750, 44087, 0, 146.9, 8.07, 0.28, 2.92, 146.5
create-asset-load-825, 43161, 0, 143.1, 8.53, 0.18, 3.29, 142.8
create-asset-load-900, 43439, 0, 145.3, 8.13, 0.33, 3.47, 145.1

Benchmark 4
create-asset-load-75, 18042, 0, 60.7, 2.44, 0.21, 0.97, 60.6
create-asset-load-150, 25750, 0, 86.6, 2.53, 0.28, 1.00, 86.4
create-asset-load-225, 34244, 0, 115.3, 3.81, 0.35, 1.15, 114.9
create-asset-load-300, 41745, 0, 139.6, 5.21, 0.40, 1.51, 139.3
create-asset-load-375, 42537, 0, 142.9, 4.83, 0.22, 1.53, 142.6
create-asset-load-450, 44666, 0, 149.9, 5.16, 0.35, 1.72, 149.5
create-asset-load-525, 42244, 0, 140.8, 4.61, 0.20, 2.22, 140.6
create-asset-load-600, 46569, 0, 155.2, 5.98, 0.38, 2.38, 154.6
create-asset-load-675, 46708, 0, 156.1, 6.90, 0.56, 2.62, 155.8
create-asset-load-750, 45424, 0, 151.6, 6.93, 0.33, 2.74, 151.2
create-asset-load-825, 44305, 0, 148.2, 7.46, 0.64, 3.13, 147.7
create-asset-load-900, 45252, 0, 149.7, 8.32, 0.17, 3.48, 149.3

Benchmark 5
create-asset-load-75, 18469, 0, 62.2, 2.60, 0.17, 0.98, 62.0
create-asset-load-150, 23830, 0, 80.1, 3.23, 0.20, 1.06, 80.0
create-asset-load-225, 33589, 0, 112.9, 4.34, 0.20, 1.22, 112.6
create-asset-load-300, 38870, 0, 130.7, 4.58, 0.26, 1.52, 130.1
create-asset-load-375, 40710, 0, 136.6, 4.28, 0.38, 1.68, 136.3
create-asset-load-450, 42197, 0, 141.4, 5.12, 0.30, 1.84, 140.5
create-asset-load-525, 42151, 0, 141.2, 5.76, 0.27, 2.21, 141.0
create-asset-load-600, 42390, 0, 141.9, 5.65, 0.18, 2.55, 141.6
create-asset-load-675, 45433, 0, 151.7, 6.42, 0.41, 2.87, 151.3
create-asset-load-750, 42949, 0, 143.1, 7.93, 0.50, 2.89, 142.8
create-asset-load-825, 42709, 0, 141.5, 8.20, 0.64, 3.35, 141.2
create-asset-load-900, 43759, 0, 144.5, 9.06, 0.36, 3.71, 144.1

Benchmark 6
create-asset-load-75, 16947, 0, 57.0, 2.75, 0.21, 1.00, 57.0
create-asset-load-150, 24558, 0, 82.6, 3.02, 0.25, 1.02, 82.5
create-asset-load-225, 33616, 0, 112.9, 4.51, 0.22, 1.18, 112.5
create-asset-load-300, 42311, 0, 141.6, 4.54, 0.24, 1.44, 141.2
create-asset-load-375, 42710, 0, 143.6, 4.06, 0.34, 1.58, 143.1
create-asset-load-450, 46386, 0, 155.7, 4.98, 0.29, 1.70, 155.5
create-asset-load-525, 44375, 0, 148.3, 5.72, 0.23, 2.16, 148.1
create-asset-load-600, 41591, 0, 138.2, 6.55, 0.30, 2.57, 138.0
create-asset-load-675, 47518, 0, 159.1, 6.53, 0.42, 2.57, 158.6
create-asset-load-750, 45331, 0, 151.1, 7.12, 0.43, 2.81, 150.9
create-asset-load-825, 42680, 0, 143.1, 8.40, 0.74, 3.38, 142.3
create-asset-load-900, 46997, 0, 156.6, 7.97, 0.19, 3.53, 156.1

Benchmark 7
create-asset-load-75, 18597, 0, 62.6, 2.53, 0.21, 0.97, 62.5
create-asset-load-150, 24197, 0, 81.4, 3.17, 0.24, 1.03, 81.2
create-asset-load-225, 34343, 0, 115.4, 3.79, 0.35, 1.14, 115.0
create-asset-load-300, 41966, 0, 141.1, 4.97, 0.33, 1.45, 140.9
create-asset-load-375, 41435, 0, 139.1, 5.07, 0.25, 1.53, 138.9
create-asset-load-450, 44541, 0, 149.2, 5.03, 0.20, 1.74, 148.9
create-asset-load-525, 42533, 0, 141.8, 4.77, 0.41, 2.20, 141.5
create-asset-load-600, 40040, 0, 134.0, 7.16, 0.29, 2.64, 133.9
create-asset-load-675, 43863, 0, 146.6, 5.88, 0.38, 2.83, 146.1
create-asset-load-750, 43681, 0, 145.8, 7.27, 0.46, 2.84, 145.2
create-asset-load-825, 43567, 0, 144.3, 7.61, 0.53, 3.26, 143.8
create-asset-load-900, 44995, 0, 148.3, 8.60, 0.15, 3.62, 147.9

Benchmark 8
create-asset-load-75, 17990, 0, 60.5, 2.86, 0.26, 0.97, 60.3
create-asset-load-150, 24690, 0, 83.0, 3.02, 0.22, 1.04, 82.9
create-asset-load-225, 33493, 0, 112.7, 4.08, 0.24, 1.18, 112.6
create-asset-load-300, 41156, 0, 137.7, 5.01, 0.28, 1.48, 137.2
create-asset-load-375, 42725, 0, 143.4, 3.65, 0.26, 1.57, 143.3
create-asset-load-450, 46849, 0, 156.9, 5.50, 0.30, 1.62, 156.7
create-asset-load-525, 41183, 0, 137.9, 5.39, 0.24, 2.25, 137.3
create-asset-load-600, 42143, 0, 141.4, 6.23, 0.29, 2.57, 141.3
create-asset-load-675, 44058, 0, 147.2, 6.05, 0.34, 2.70, 146.9
create-asset-load-750, 44689, 0, 149.1, 8.15, 0.20, 2.86, 148.6
create-asset-load-825, 43164, 0, 144.7, 7.51, 0.49, 3.30, 143.9
create-asset-load-900, 43194, 0, 142.3, 8.84, 0.19, 3.57, 142.1

Benchmark 9
create-asset-load-75, 15124, 0, 50.9, 8.24, 0.24, 1.05, 50.8
create-asset-load-150, 24480, 0, 82.3, 3.08, 0.21, 1.03, 82.2
create-asset-load-225, 34172, 0, 114.7, 3.65, 0.24, 1.19, 114.4
create-asset-load-300, 39275, 0, 131.5, 4.96, 0.28, 1.51, 131.4
create-asset-load-375, 40919, 0, 137.3, 4.00, 0.39, 1.63, 136.8
create-asset-load-450, 44696, 0, 149.7, 5.63, 0.26, 1.72, 149.1
create-asset-load-525, 42255, 0, 141.0, 4.83, 0.16, 2.18, 140.9
create-asset-load-600, 41856, 0, 140.3, 6.28, 0.29, 2.60, 140.0
create-asset-load-675, 44218, 0, 147.7, 6.71, 0.56, 2.77, 147.4
create-asset-load-750, 43739, 0, 146.4, 6.75, 0.42, 2.92, 146.1
create-asset-load-825, 44549, 0, 147.7, 7.37, 0.55, 3.29, 147.4
create-asset-load-900, 42780, 0, 142.8, 9.46, 0.69, 3.73, 141.6
