Name, Succ, Fail, Send Rate (TPS), Max Latency (s), Min Latency (s), Avg Latency (s), Throughput (TPS)
create-asset-load-1200, 138627, 0, 465.8, 4.17, 0.18, 1.59, 465.5
create-asset-load-1350, 147188, 0, 492.8, 5.59, 0.18, 1.70, 491.8
create-asset-load-1500, 154892, 0, 519.7, 4.68, 0.39, 1.80, 519.0
create-asset-load-1650, 158507, 0, 530.4, 5.04, 0.12, 1.99, 529.3
create-asset-load-1800, 148784, 0, 498.8, 6.42, 0.33, 2.28, 496.6

Benchmark 4
create-asset-load-300, 68282, 0, 230.1, 2.36, 0.14, 0.81, 229.9
create-asset-load-600, 102565, 0, 345.3, 2.88, 0.16, 1.09, 345.1
create-asset-load-900, 121296, 0, 408.0, 3.51, 0.20, 1.34, 407.6
create-asset-load-1050, 120038, 0, 402.4, 3.52, 0.15, 1.52, 402.2
create-asset-load-1200, 134414, 0, 452.1, 4.82, 0.26, 1.65, 451.2
create-asset-load-1350, 150421, 0, 506.2, 4.94, 0.21, 1.68, 505.4
create-asset-load-1500, 146705, 0, 492.9, 5.86, 0.18, 1.88, 491.8
create-asset-load-1650, 149589, 0, 501.3, 5.72, 0.34, 2.10, 500.4
create-asset-load-1800, 146203, 0, 490.1, 6.54, 0.37, 2.37, 489.2

Benchmark 5
create-asset-load-300, 66035, 0, 222.2, 2.11, 0.16, 0.84, 222.0
create-asset-load-600, 105661, 0, 355.1, 2.54, 0.16, 1.05, 354.4
create-asset-load-900, 130499, 0, 439.1, 3.19, 0.15, 1.29, 438.2
create-asset-load-1050, 130772, 0, 440.3, 3.90, 0.14, 1.44, 439.6
create-asset-load-1200, 127606, 0, 428.9, 4.29, 0.13, 1.69, 428.0
create-asset-load-1350, 150544, 0, 504.4, 4.85, 0.34, 1.76, 503.5
create-asset-load-1500, 149287, 0, 501.2, 5.73, 0.25, 1.89, 500.5
create-asset-load-1650, 159943, 0, 535.5, 6.14, 0.38, 1.99, 534.8
create-asset-load-1800, 148920, 0, 500.2, 6.41, 0.20, 2.30, 498.2

Benchmark 6
create-asset-load-300, 63789, 0, 214.4, 2.73, 0.16, 0.87, 214.1
create-asset-load-600, 94611, 0, 318.7, 2.78, 0.13, 1.15, 318.0
create-asset-load-900, 123142, 0, 414.1, 3.60, 0.17, 1.32, 413.4
create-asset-load-1050, 119159, 0, 400.5, 4.14, 0.13, 1.56, 399.9
create-asset-load-1200, 131473, 0, 441.8, 4.73, 0.19, 1.64, 441.4
create-asset-load-1350, 136575, 0, 457.3, 4.67, 0.14, 1.81, 456.3
create-asset-load-1500, 139908, 0, 469.7, 5.73, 0.31, 1.95, 468.6
create-asset-load-1650, 148074, 0, 498.8, 5.83, 0.29, 2.13, 497.2
create-asset-load-1800, 151170, 0, 507.0, 6.41, 0.31, 2.19, 506.0

Benchmark 7
create-asset-load-300, 66804, 0, 225.0, 2.41, 0.14, 0.82, 224.5
create-asset-load-600, 100600, 0, 337.4, 2.90, 0.16, 1.09, 336.8
create-asset-load-900, 120683, 0, 404.0, 3.52, 0.18, 1.37, 403.2
create-asset-load-1050, 120822, 0, 405.7, 4.15, 0.16, 1.51, 404.9
create-asset-load-1200, 135898, 0, 454.1, 4.76, 0.22, 1.62, 453.2
create-asset-load-1350, 130720, 0, 437.7, 5.49, 0.23, 1.90, 437.3
create-asset-load-1500, 146262, 0, 490.8, 5.70, 0.34, 1.90, 489.9
create-asset-load-1650, 134437, 0, 452.7, 6.08, 0.26, 2.26, 451.5
create-asset-load-1800, 147657, 0, 495.5, 6.13, 0.61, 2.28, 494.3

Benchmark 8
create-asset-load-300, 67925, 0, 228.3, 2.34, 0.17, 0.82, 228.1
create-asset-load-600, 101582, 0, 342.0, 2.80, 0.13, 1.09, 341.3
create-asset-load-900, 128783, 0, 433.2, 3.76, 0.18, 1.28, 432.7
create-asset-load-1050, 130619, 0, 438.2, 3.83, 0.18, 1.45, 437.3
create-asset-load-1200, 140867, 0, 473.4, 4.93, 0.15, 1.58, 472.5
create-asset-load-1350, 155649, 0, 524.4, 4.67, 0.25, 1.67, 522.4
create-asset-load-1500, 147029, 0, 493.6, 5.46, 0.16, 1.88, 492.9
create-asset-load-1650, 147788, 0, 497.5, 5.53, 0.33, 2.12, 493.2
create-asset-load-1800, 147645, 0, 492.7, 5.98, 0.12, 2.26, 492.1

Benchmark 9
create-asset-load-300, 65369, 0, 219.9, 2.46, 0.15, 0.84, 219.7
create-asset-load-600, 99442, 0, 334.8, 3.25, 0.11, 1.13, 334.3
create-asset-load-900, 114187, 0, 384.8, 3.83, 0.20, 1.40, 384.2
create-asset-load-1050, 122297, 0, 410.3, 4.24, 0.15, 1.52, 409.5
create-asset-load-1200, 130213, 0, 437.8, 4.41, 0.26, 1.68, 436.9
create-asset-load-1350, 137465, 0, 460.5, 5.13, 0.12, 1.78, 459.5
create-asset-load-1500, 144662, 0, 485.6, 5.33, 0.20, 1.92, 484.6
create-asset-load-1650, 144456, 0, 485.3, 5.44, 0.15, 2.14, 484.8
create-asset-load-1800, 149799, 0, 502.2, 6.45, 0.26, 2.23, 501.2
