Name, Succ, Fail, Send Rate (TPS), Max Latency (s), Min Latency (s), Avg Latency (s), Throughput (TPS)
create-asset-load-1200, 152639, 0, 513.2, 4.38, 0.11, 1.44, 512.7
create-asset-load-1350, 158588, 0, 534.4, 4.57, 0.19, 1.58, 533.3
create-asset-load-1500, 158082, 0, 529.6, 6.16, 0.17, 1.72, 528.5
create-asset-load-1650, 183275, 0, 614.5, 4.87, 0.23, 1.79, 613.0
create-asset-load-1800, 148248, 0, 497.5, 5.58, 0.20, 2.23, 496.5

Benchmark 4
create-asset-load-300, 67556, 0, 227.7, 1.92, 0.14, 0.79, 227.3
create-asset-load-600, 117910, 0, 397.0, 2.25, 0.13, 0.98, 396.2
create-asset-load-900, 137307, 0, 462.0, 3.44, 0.13, 1.24, 460.7
create-asset-load-1050, 149591, 0, 502.3, 3.35, 0.11, 1.29, 501.7
create-asset-load-1200, 152131, 0, 511.2, 3.70, 0.21, 1.48, 510.1
create-asset-load-1350, 167577, 0, 561.8, 4.60, 0.29, 1.55, 561.1
create-asset-load-1500, 165392, 0, 556.0, 4.53, 0.19, 1.70, 555.6
create-asset-load-1650, 163463, 0, 547.2, 5.19, 0.26, 1.95, 546.1
create-asset-load-1800, 155859, 0, 519.6, 5.94, 0.24, 2.14, 518.6

Benchmark 5
create-asset-load-300, 69543, 0, 234.3, 1.99, 0.18, 0.80, 233.9
create-asset-load-600, 110030, 0, 370.5, 2.30, 0.15, 1.02, 370.3
create-asset-load-900, 141114, 0, 474.7, 2.94, 0.29, 1.22, 474.2
create-asset-load-1050, 140333, 0, 469.5, 3.88, 0.18, 1.35, 466.3
create-asset-load-1200, 135150, 0, 454.1, 6.59, 0.26, 1.55, 453.2
create-asset-load-1350, 170128, 0, 571.1, 4.14, 0.23, 1.50, 570.6
create-asset-load-1500, 160409, 0, 539.2, 4.58, 0.15, 1.75, 538.9
create-asset-load-1650, 157959, 0, 528.2, 4.99, 0.43, 2.08, 527.1
create-asset-load-1800, 156773, 0, 526.8, 5.99, 0.33, 2.12, 525.5

Benchmark 6
create-asset-load-300, 73431, 0, 247.5, 2.12, 0.12, 0.75, 247.3
create-asset-load-600, 125252, 0, 421.8, 2.20, 0.20, 0.94, 421.0
create-asset-load-900, 147423, 0, 496.2, 2.54, 0.17, 1.16, 495.8
create-asset-load-1050, 165508, 0, 557.4, 3.18, 0.24, 1.20, 554.5
create-asset-load-1200, 169235, 0, 569.2, 3.55, 0.17, 1.33, 568.5
create-asset-load-1350, 173926, 0, 583.4, 4.06, 0.11, 1.51, 582.2
create-asset-load-1500, 158972, 0, 531.4, 4.88, 0.21, 1.79, 530.5
create-asset-load-1650, 170111, 0, 569.6, 4.79, 0.23, 1.88, 568.4
create-asset-load-1800, 151960, 0, 510.2, 5.59, 0.41, 2.19, 509.4

Benchmark 7
create-asset-load-300, 70523, 0, 237.3, 1.95, 0.13, 0.78, 237.0
create-asset-load-600, 115512, 0, 388.1, 2.24, 0.14, 1.00, 387.4
create-asset-load-900, 140900, 0, 474.1, 2.97, 0.19, 1.21, 473.2
create-asset-load-1050, 143866, 0, 483.0, 3.13, 0.14, 1.33, 482.2
create-asset-load-1200, 153329, 0, 515.1, 3.83, 0.17, 1.46, 514.7
create-asset-load-1350, 165198, 0, 556.2, 4.20, 0.24, 1.60, 554.9
create-asset-load-1500, 159697, 0, 536.3, 5.79, 0.30, 1.72, 534.6
create-asset-load-1650, 156883, 0, 524.5, 4.90, 0.44, 2.10, 523.1
create-asset-load-1800, 142061, 0, 473.0, 5.87, 0.40, 2.33, 472.1

Benchmark 8
create-asset-load-300, 70665, 0, 237.9, 2.10, 0.15, 0.78, 237.5
create-asset-load-600, 119647, 0, 402.7, 2.79, 0.13, 0.97, 402.1
create-asset-load-900, 142282, 0, 478.8, 2.91, 0.15, 1.18, 478.5
create-asset-load-1050, 149845, 0, 503.1, 3.62, 0.12, 1.30, 502.0
create-asset-load-1200, 163624, 0, 550.5, 3.77, 0.17, 1.36, 549.4
create-asset-load-1350, 182109, 0, 610.8, 3.91, 0.24, 1.45, 609.6
create-asset-load-1500, 167018, 0, 561.6, 4.87, 0.18, 1.69, 561.2
create-asset-load-1650, 184109, 0, 616.8, 4.74, 0.24, 1.77, 616.2
create-asset-load-1800, 153334, 0, 512.4, 5.61, 0.36, 2.21, 511.3

Benchmark 9
create-asset-load-300, 68868, 0, 231.8, 2.17, 0.12, 0.80, 231.4
create-asset-load-600, 107490, 0, 362.3, 2.72, 0.14, 1.03, 361.6
create-asset-load-900, 132521, 0, 445.8, 3.16, 0.20, 1.27, 445.0
create-asset-load-1050, 146241, 0, 491.0, 3.49, 0.14, 1.32, 490.1
create-asset-load-1200, 145093, 0, 488.0, 4.00, 0.22, 1.56, 487.5
create-asset-load-1350, 173741, 0, 584.4, 4.34, 0.11, 1.50, 583.3
create-asset-load-1500, 157467, 0, 529.0, 4.46, 0.18, 1.75, 527.5
create-asset-load-1650, 161527, 0, 540.9, 5.16, 0.34, 2.04, 539.5
create-asset-load-1800, 146236, 0, 490.5, 5.93, 0.12, 2.21, 490.1
