Name, Succ, Fail, Send Rate (TPS), Max Latency (s), Min Latency (s), Avg Latency (s), Throughput (TPS)
create-asset-load-1200, 138468, 0, 465.4, 4.24, 0.27, 1.67, 462.7
create-asset-load-1350, 152074, 0, 512.2, 4.79, 0.42, 1.74, 511.0
create-asset-load-1500, 137314, 0, 460.8, 6.12, 0.31, 2.07, 459.8
create-asset-load-1650, 125999, 0, 423.5, 5.97, 0.14, 2.44, 422.7
create-asset-load-1800, 136349, 0, 453.2, 6.48, 0.39, 2.48, 452.3

Benchmark 4
create-asset-load-300, 63334, 0, 213.2, 2.47, 0.12, 0.84, 212.8
create-asset-load-600, 111115, 0, 374.0, 2.42, 0.16, 1.06, 373.7
create-asset-load-900, 132661, 0, 446.3, 3.25, 0.22, 1.31, 445.9
create-asset-load-1050, 140036, 0, 470.1, 4.29, 0.35, 1.44, 469.5
create-asset-load-1200, 143868, 0, 483.3, 4.19, 0.22, 1.59, 483.0
create-asset-load-1350, 141553, 0, 475.9, 4.90, 0.20, 1.81, 475.4
create-asset-load-1500, 131725, 0, 442.1, 5.21, 0.19, 2.18, 441.0
create-asset-load-1650, 141289, 0, 473.3, 6.03, 0.42, 2.21, 471.4
create-asset-load-1800, 140290, 0, 468.8, 6.36, 0.28, 2.36, 467.7

Benchmark 5
create-asset-load-300, 67494, 0, 226.9, 2.21, 0.13, 0.81, 226.4
create-asset-load-600, 109346, 0, 368.3, 2.87, 0.23, 1.06, 368.0
create-asset-load-900, 125141, 0, 420.8, 3.90, 0.20, 1.38, 419.4
create-asset-load-1050, 131983, 0, 444.7, 3.52, 0.15, 1.47, 443.8
create-asset-load-1200, 134143, 0, 450.7, 4.38, 0.26, 1.69, 450.3
create-asset-load-1350, 139870, 0, 468.7, 4.88, 0.28, 1.80, 468.0
create-asset-load-1500, 133118, 0, 446.8, 5.56, 0.20, 2.10, 446.5
create-asset-load-1650, 140856, 0, 471.6, 5.53, 0.31, 2.23, 470.9
create-asset-load-1800, 139882, 0, 468.8, 6.47, 0.10, 2.40, 467.9

Benchmark 6
create-asset-load-300, 67689, 0, 227.5, 2.27, 0.18, 0.82, 227.3
create-asset-load-600, 104837, 0, 353.0, 2.59, 0.20, 1.08, 352.5
create-asset-load-900, 127473, 0, 426.8, 3.59, 0.27, 1.36, 426.1
create-asset-load-1050, 131940, 0, 444.6, 4.41, 0.17, 1.46, 443.8
create-asset-load-1200, 137996, 0, 462.0, 4.18, 0.29, 1.68, 461.0
create-asset-load-1350, 142640, 0, 478.8, 4.89, 0.16, 1.77, 477.8
create-asset-load-1500, 141601, 0, 475.2, 5.90, 0.13, 2.05, 475.0
create-asset-load-1650, 139605, 0, 466.9, 6.16, 0.25, 2.27, 465.9
create-asset-load-1800, 139176, 0, 466.5, 7.12, 0.42, 2.43, 465.0

Benchmark 7
create-asset-load-300, 68206, 0, 229.2, 2.08, 0.15, 0.81, 228.7
create-asset-load-600, 106772, 0, 359.4, 2.73, 0.13, 1.07, 359.1
create-asset-load-900, 123719, 0, 415.1, 3.87, 0.20, 1.37, 414.3
create-asset-load-1050, 128016, 0, 429.8, 4.27, 0.15, 1.50, 429.3
create-asset-load-1200, 130089, 0, 437.0, 5.07, 0.18, 1.72, 436.6
create-asset-load-1350, 137469, 0, 460.9, 4.80, 0.17, 1.78, 460.0
create-asset-load-1500, 137001, 0, 460.2, 5.12, 0.14, 2.03, 459.5
create-asset-load-1650, 141085, 0, 473.2, 6.41, 0.25, 2.19, 472.5
create-asset-load-1800, 134194, 0, 449.6, 7.12, 0.30, 2.54, 448.7

Benchmark 8
create-asset-load-300, 69644, 0, 234.8, 2.24, 0.17, 0.80, 234.5
create-asset-load-600, 108005, 0, 363.6, 2.60, 0.15, 1.05, 363.1
create-asset-load-900, 133318, 0, 447.5, 3.35, 0.13, 1.28, 446.9
create-asset-load-1050, 131474, 0, 440.9, 4.73, 0.23, 1.50, 440.0
create-asset-load-1200, 133685, 0, 449.0, 4.53, 0.22, 1.71, 448.6
create-asset-load-1350, 134205, 0, 450.5, 4.65, 0.30, 1.85, 449.5
create-asset-load-1500, 135827, 0, 455.9, 5.61, 0.23, 2.07, 455.1
create-asset-load-1650, 132253, 0, 442.3, 6.46, 0.21, 2.35, 441.4
create-asset-load-1800, 138068, 0, 458.8, 6.48, 0.39, 2.42, 457.8
