Name, Succ, Fail, Send Rate (TPS), Max Latency (s), Min Latency (s), Avg Latency (s), Throughput (TPS)

Benchmark 0
create-asset-load-75, 18805, 0, 63.3, 2.64, 0.23, 0.91, 63.3
create-asset-load-150, 21199, 0, 71.2, 3.70, 0.20, 1.14, 71.1
create-asset-load-225, 25517, 0, 85.5, 4.13, 0.23, 1.51, 85.4
create-asset-load-300, 45441, 0, 152.9, 4.19, 0.20, 1.29, 152.6
create-asset-load-375, 33846, 0, 113.8, 6.38, 0.33, 2.01, 113.5
create-asset-load-450, 31930, 0, 106.7, 7.19, 0.28, 2.32, 106.6
create-asset-load-525, 33270, 0, 111.9, 7.59, 0.34, 2.72, 111.0
create-asset-load-600, 34275, 0, 114.6, 10.15, 0.47, 3.07, 114.4
create-asset-load-675, 36140, 0, 120.4, 10.20, 0.46, 3.11, 120.1
create-asset-load-750, 36842, 0, 122.6, 11.14, 0.17, 3.48, 122.5
create-asset-load-825, 34550, 0, 113.9, 13.37, 0.18, 4.10, 113.6
create-asset-load-900, 35573, 0, 116.7, 14.42, 0.24, 4.40, 116.5

Benchmark 1
create-asset-load-75, 19131, 0, 64.4, 2.61, 0.23, 0.88, 64.3
create-asset-load-150, 23984, 0, 80.6, 3.23, 0.20, 1.05, 80.5
create-asset-load-225, 28134, 0, 94.3, 4.40, 0.24, 1.39, 94.1
create-asset-load-300, 46852, 0, 157.6, 4.91, 0.19, 1.24, 157.3
create-asset-load-375, 32971, 0, 110.5, 5.95, 0.20, 1.97, 110.3
create-asset-load-450, 36284, 0, 121.4, 7.63, 0.29, 2.10, 121.2
create-asset-load-525, 35478, 0, 119.2, 7.62, 0.22, 2.60, 119.0
create-asset-load-600, 36371, 0, 121.7, 8.63, 0.34, 2.86, 121.6
create-asset-load-675, 38784, 0, 129.4, 11.10, 0.28, 3.00, 129.2
create-asset-load-750, 36357, 0, 120.6, 9.54, 0.23, 3.44, 120.5
create-asset-load-825, 34972, 0, 115.8, 14.15, 0.20, 4.23, 115.6
create-asset-load-900, 36783, 0, 120.9, 13.03, 0.23, 4.43, 120.6

Benchmark 2
create-asset-load-75, 19165, 0, 64.5, 3.05, 0.20, 0.90, 64.4
create-asset-load-150, 24095, 0, 81.0, 3.14, 0.26, 1.07, 80.8
create-asset-load-225, 27594, 0, 92.5, 3.97, 0.24, 1.45, 92.3
create-asset-load-300, 48089, 0, 161.8, 3.58, 0.23, 1.22, 161.5
create-asset-load-375, 35816, 0, 120.1, 5.63, 0.26, 1.90, 120.0
create-asset-load-450, 40051, 0, 134.5, 6.49, 0.27, 1.96, 134.2
create-asset-load-525, 33891, 0, 112.7, 8.06, 0.21, 2.71, 112.5
create-asset-load-600, 38263, 0, 127.2, 8.73, 0.23, 2.82, 127.1
