Name, Succ, Fail, Send Rate (TPS), Max Latency (s), Min Latency (s), Avg Latency (s), Throughput (TPS)
create-asset-load-1650, 142145, 0, 475.0, 5.27, 0.39, 2.26, 473.6
create-asset-load-1800, 132479, 0, 444.3, 7.00, 0.30, 2.64, 443.8

Benchmark 3
create-asset-load-300, 68424, 0, 230.5, 2.25, 0.17, 0.82, 230.3
create-asset-load-450, 74734, 0, 251.4, 2.27, 0.13, 0.94, 251.1
create-asset-load-600, 103661, 0, 349.1, 2.77, 0.21, 1.08, 348.3
create-asset-load-750, 111165, 0, 373.4, 3.08, 0.12, 1.19, 372.9
create-asset-load-900, 128853, 0, 431.9, 3.67, 0.19, 1.33, 431.1
create-asset-load-1050, 108194, 0, 362.3, 13.54, 0.26, 1.87, 361.5
create-asset-load-1200, 137182, 0, 461.2, 4.45, 0.13, 1.66, 460.4
create-asset-load-1350, 135494, 0, 453.6, 5.21, 0.26, 1.89, 452.8
create-asset-load-1500, 128349, 0, 430.5, 6.49, 0.14, 2.20, 429.6
create-asset-load-1650, 143524, 0, 483.4, 5.71, 0.43, 2.21, 482.5
create-asset-load-1800, 124859, 0, 418.3, 6.68, 0.12, 2.67, 417.5

Benchmark 4
create-asset-load-300, 68398, 0, 230.5, 2.18, 0.17, 0.82, 230.3
create-asset-load-450, 78037, 0, 262.5, 2.18, 0.15, 0.91, 262.3
create-asset-load-600, 110008, 0, 369.3, 2.58, 0.18, 1.05, 368.6
create-asset-load-750, 117563, 0, 396.3, 3.04, 0.17, 1.17, 396.0
create-asset-load-900, 127467, 0, 428.9, 3.48, 0.24, 1.35, 428.3
create-asset-load-1050, 129416, 0, 435.2, 3.64, 0.20, 1.48, 434.3
create-asset-load-1200, 143501, 0, 482.2, 4.48, 0.14, 1.62, 481.2
create-asset-load-1350, 136319, 0, 457.2, 4.71, 0.20, 1.88, 456.3
create-asset-load-1500, 138006, 0, 463.2, 5.41, 0.49, 2.08, 462.0
create-asset-load-1650, 129306, 0, 431.3, 5.28, 0.30, 2.50, 430.4
create-asset-load-1800, 134868, 0, 451.7, 6.90, 0.40, 2.55, 451.0

Benchmark 5
create-asset-load-300, 70891, 0, 238.8, 2.12, 0.16, 0.79, 238.5
create-asset-load-450, 82878, 0, 278.8, 2.16, 0.13, 0.87, 278.7
create-asset-load-600, 112748, 0, 380.3, 2.82, 0.20, 1.03, 380.0
create-asset-load-750, 115664, 0, 389.4, 2.82, 0.16, 1.14, 388.4
create-asset-load-900, 131995, 0, 444.7, 3.17, 0.22, 1.31, 443.2
create-asset-load-1050, 141731, 0, 475.7, 3.75, 0.20, 1.39, 475.3
create-asset-load-1200, 139653, 0, 467.9, 3.90, 0.18, 1.65, 466.9
create-asset-load-1350, 135530, 0, 455.0, 4.88, 0.14, 1.91, 454.8
create-asset-load-1500, 140970, 0, 473.9, 6.19, 0.20, 1.99, 472.9
create-asset-load-1650, 130475, 0, 436.7, 6.74, 0.30, 2.43, 436.2
create-asset-load-1800, 131708, 0, 441.9, 6.83, 0.11, 2.49, 441.3

Benchmark 6
create-asset-load-300, 64426, 0, 216.4, 2.20, 0.17, 0.85, 216.1
create-asset-load-450, 76419, 0, 257.5, 1.93, 0.15, 0.92, 257.2
create-asset-load-600, 108457, 0, 364.3, 2.68, 0.14, 1.08, 363.8
create-asset-load-750, 104389, 0, 350.5, 2.93, 0.14, 1.21, 350.2
create-asset-load-900, 132954, 0, 447.2, 3.94, 0.13, 1.32, 446.2
create-asset-load-1050, 124747, 0, 419.0, 3.94, 0.17, 1.49, 418.3
create-asset-load-1200, 143848, 0, 483.3, 4.60, 0.20, 1.59, 482.3
create-asset-load-1350, 133448, 0, 449.2, 4.83, 0.23, 1.89, 447.5
create-asset-load-1500, 143209, 0, 479.7, 6.11, 0.32, 2.03, 478.5
create-asset-load-1650, 136477, 0, 456.0, 5.53, 0.26, 2.25, 455.6
create-asset-load-1800, 121673, 0, 407.3, 6.49, 0.23, 2.74, 407.0

Benchmark 7
create-asset-load-300, 70143, 0, 235.9, 2.33, 0.13, 0.79, 235.7
create-asset-load-450, 79399, 0, 267.0, 1.98, 0.16, 0.92, 266.5
create-asset-load-600, 109378, 0, 368.0, 2.59, 0.22, 1.05, 367.6
create-asset-load-750, 109893, 0, 369.3, 3.01, 0.17, 1.21, 368.7
create-asset-load-900, 124387, 0, 418.3, 3.70, 0.20, 1.39, 417.4
create-asset-load-1050, 130428, 0, 437.5, 4.10, 0.17, 1.51, 436.5
create-asset-load-1200, 135800, 0, 456.8, 4.48, 0.31, 1.68, 455.9
create-asset-load-1350, 131326, 0, 439.7, 4.84, 0.34, 1.95, 438.7
create-asset-load-1500, 130372, 0, 437.1, 5.97, 0.36, 2.22, 436.3
create-asset-load-1650, 142853, 0, 477.4, 5.68, 0.24, 2.19, 476.3
create-asset-load-1800, 127881, 0, 428.0, 6.61, 0.31, 2.59, 427.2

Benchmark 8
create-asset-load-300, 66629, 0, 224.5, 2.76, 0.16, 0.82, 224.4
create-asset-load-450, 76258, 0, 256.7, 1.88, 0.14, 0.95, 256.1
create-asset-load-600, 107884, 0, 363.3, 2.84, 0.15, 1.07, 362.6
create-asset-load-750, 111690, 0, 375.1, 2.78, 0.12, 1.17, 374.6
create-asset-load-900, 131443, 0, 442.3, 3.06, 0.13, 1.31, 441.7
create-asset-load-1050, 136215, 0, 459.1, 3.59, 0.22, 1.43, 458.8
create-asset-load-1200, 141574, 0, 475.6, 4.21, 0.25, 1.60, 475.0
create-asset-load-1350, 143121, 0, 480.4, 4.75, 0.14, 1.77, 480.0
create-asset-load-1500, 139794, 0, 470.0, 5.96, 0.19, 2.01, 469.4
create-asset-load-1650, 135975, 0, 455.0, 6.60, 0.38, 2.38, 454.1
create-asset-load-1800, 126152, 0, 421.9, 6.90, 0.32, 2.72, 421.4

Benchmark 9
create-asset-load-300, 70036, 0, 235.9, 2.14, 0.16, 0.79, 235.7
create-asset-load-450, 80925, 0, 273.0, 1.95, 0.16, 0.88, 272.7
create-asset-load-600, 111867, 0, 376.6, 2.39, 0.16, 1.02, 376.2
create-asset-load-750, 111948, 0, 376.2, 2.87, 0.15, 1.17, 375.6
create-asset-load-900, 133413, 0, 448.7, 3.27, 0.26, 1.31, 448.2
create-asset-load-1050, 133407, 0, 447.4, 4.41, 0.26, 1.49, 447.0
create-asset-load-1200, 142995, 0, 481.1, 4.53, 0.23, 1.60, 480.5
create-asset-load-1350, 141120, 0, 473.1, 4.81, 0.20, 1.80, 472.2
create-asset-load-1500, 150758, 0, 506.1, 5.92, 0.32, 1.92, 503.9
create-asset-load-1650, 112570, 0, 377.1, 11.78, 0.32, 2.78, 376.5
create-asset-load-1800, 131888, 0, 442.1, 7.57, 0.37, 2.50, 441.6
