Name, Succ, Fail, Send Rate (TPS), Max Latency (s), Min Latency (s), Avg Latency (s), Throughput (TPS)
create-asset-load-1650, 123677, 0, 414.0, 7.12, 0.23, 2.51, 413.2
create-asset-load-1800, 128201, 0, 429.4, 6.85, 0.21, 2.67, 429.0

Benchmark 3
create-asset-load-300, 60157, 0, 202.0, 2.45, 0.14, 0.91, 201.6
create-asset-load-450, 71259, 0, 240.0, 2.30, 0.14, 0.99, 239.5
create-asset-load-600, 98802, 0, 331.4, 3.44, 0.21, 1.14, 331.1
create-asset-load-750, 98813, 0, 333.2, 3.13, 0.15, 1.27, 332.6
create-asset-load-900, 106004, 0, 356.3, 3.62, 0.16, 1.54, 355.7
create-asset-load-1050, 122501, 0, 411.1, 4.88, 0.22, 1.61, 410.6
create-asset-load-1200, 126912, 0, 426.1, 4.65, 0.14, 1.78, 425.8
create-asset-load-1350, 129346, 0, 433.0, 5.66, 0.15, 2.04, 432.1
create-asset-load-1500, 128600, 0, 428.4, 5.96, 0.18, 2.24, 427.5
create-asset-load-1650, 132033, 0, 444.3, 6.16, 0.29, 2.32, 442.7
create-asset-load-1800, 126826, 0, 424.6, 6.23, 0.50, 2.70, 423.6

Benchmark 4
create-asset-load-300, 61905, 0, 208.2, 2.44, 0.15, 0.87, 207.8
create-asset-load-450, 72682, 0, 244.8, 2.43, 0.14, 0.97, 244.6
create-asset-load-600, 89945, 0, 301.4, 2.88, 0.17, 1.21, 300.8
create-asset-load-750, 101627, 0, 341.6, 3.38, 0.20, 1.27, 340.7
create-asset-load-900, 112958, 0, 379.7, 3.72, 0.17, 1.48, 379.4
create-asset-load-1050, 116277, 0, 389.7, 4.31, 0.19, 1.66, 389.1
create-asset-load-1200, 129591, 0, 434.9, 4.58, 0.20, 1.73, 434.3
create-asset-load-1350, 125876, 0, 421.2, 5.15, 0.22, 1.98, 420.9
create-asset-load-1500, 125112, 0, 417.0, 6.28, 0.44, 2.30, 415.9
create-asset-load-1650, 126347, 0, 422.7, 5.96, 0.45, 2.49, 421.2
create-asset-load-1800, 132241, 0, 442.8, 7.23, 0.19, 2.54, 441.9

Benchmark 5
create-asset-load-300, 61855, 0, 208.1, 3.11, 0.15, 0.94, 207.7
create-asset-load-450, 64190, 0, 215.7, 3.12, 0.14, 1.10, 215.4
create-asset-load-600, 89771, 0, 300.6, 3.01, 0.18, 1.26, 300.4
create-asset-load-750, 87677, 0, 294.1, 3.77, 0.11, 1.41, 293.5
create-asset-load-900, 101237, 0, 340.6, 4.08, 0.27, 1.64, 340.3
create-asset-load-1050, 102656, 0, 345.3, 5.07, 0.19, 1.77, 344.6
create-asset-load-1200, 119701, 0, 401.8, 5.79, 0.24, 1.95, 400.9
create-asset-load-1350, 119676, 0, 400.3, 6.09, 0.31, 2.10, 399.5
create-asset-load-1500, 127716, 0, 428.1, 6.22, 0.31, 2.29, 427.5
create-asset-load-1650, 125879, 0, 420.9, 6.79, 0.17, 2.45, 420.0
create-asset-load-1800, 121624, 0, 407.5, 7.21, 0.22, 2.85, 406.8

Benchmark 6
create-asset-load-300, 60902, 0, 204.9, 2.78, 0.13, 0.91, 204.6
create-asset-load-450, 70358, 0, 237.1, 2.71, 0.16, 1.05, 236.9
create-asset-load-600, 94628, 0, 318.5, 3.12, 0.13, 1.18, 318.0
create-asset-load-750, 93464, 0, 313.6, 3.35, 0.16, 1.34, 313.0
create-asset-load-900, 101888, 0, 341.8, 3.70, 0.17, 1.58, 341.4
create-asset-load-1050, 109426, 0, 366.6, 4.36, 0.23, 1.69, 366.1
create-asset-load-1200, 112357, 0, 377.7, 5.61, 0.14, 1.90, 377.3
create-asset-load-1350, 116961, 0, 392.1, 5.82, 0.15, 2.12, 391.9
create-asset-load-1500, 125534, 0, 421.3, 6.18, 0.29, 2.18, 420.4
create-asset-load-1650, 123404, 0, 411.9, 6.16, 0.13, 2.51, 411.5
create-asset-load-1800, 125058, 0, 418.9, 7.53, 0.29, 2.63, 417.9

Benchmark 7
create-asset-load-300, 57095, 0, 192.4, 2.63, 0.14, 0.94, 192.1
create-asset-load-450, 65090, 0, 218.8, 2.68, 0.14, 1.07, 218.4
create-asset-load-600, 86143, 0, 288.5, 3.08, 0.16, 1.26, 288.1
create-asset-load-750, 90499, 0, 304.4, 3.44, 0.19, 1.39, 303.7
create-asset-load-900, 98086, 0, 329.7, 4.23, 0.16, 1.65, 329.0
create-asset-load-1050, 104827, 0, 351.5, 4.55, 0.14, 1.76, 350.7
create-asset-load-1200, 113921, 0, 382.8, 5.90, 0.26, 1.93, 382.1
create-asset-load-1350, 116434, 0, 391.3, 5.80, 0.14, 2.08, 391.2
create-asset-load-1500, 121678, 0, 408.0, 6.48, 0.14, 2.22, 407.3
create-asset-load-1650, 126830, 0, 423.9, 6.29, 0.22, 2.44, 423.0
create-asset-load-1800, 137833, 0, 462.0, 7.58, 0.29, 2.51, 461.3

Benchmark 8
create-asset-load-300, 63816, 0, 214.8, 2.59, 0.17, 0.90, 214.4
create-asset-load-450, 67238, 0, 226.0, 3.15, 0.17, 1.06, 225.5
create-asset-load-600, 88799, 0, 298.7, 3.09, 0.18, 1.23, 298.1
create-asset-load-750, 93834, 0, 314.8, 3.20, 0.11, 1.35, 314.4
create-asset-load-900, 102611, 0, 345.0, 3.76, 0.16, 1.57, 344.5
create-asset-load-1050, 104948, 0, 351.4, 5.12, 0.13, 1.80, 351.2
create-asset-load-1200, 116445, 0, 388.3, 6.08, 0.18, 1.89, 387.5
create-asset-load-1350, 113768, 0, 380.4, 5.70, 0.15, 2.17, 379.7
create-asset-load-1500, 123060, 0, 412.2, 6.03, 0.21, 2.31, 411.9
create-asset-load-1650, 119219, 0, 398.0, 8.78, 0.22, 2.57, 397.7
create-asset-load-1800, 120692, 0, 404.6, 7.46, 0.32, 2.78, 403.7

Benchmark 9
create-asset-load-300, 57427, 0, 193.1, 2.62, 0.12, 0.96, 193.0
create-asset-load-450, 63942, 0, 215.7, 2.44, 0.15, 1.12, 215.1
create-asset-load-600, 85848, 0, 288.8, 3.33, 0.17, 1.28, 288.3
create-asset-load-750, 84728, 0, 284.0, 3.65, 0.12, 1.46, 283.8
create-asset-load-900, 101884, 0, 340.8, 4.41, 0.19, 1.64, 340.1
create-asset-load-1050, 98282, 0, 330.3, 4.94, 0.21, 1.81, 330.1
create-asset-load-1200, 116348, 0, 388.9, 5.87, 0.26, 1.94, 387.8
create-asset-load-1350, 115187, 0, 385.0, 6.40, 0.15, 2.16, 384.2
create-asset-load-1500, 121459, 0, 408.2, 6.45, 0.27, 2.28, 407.8
create-asset-load-1650, 116501, 0, 388.6, 6.64, 0.32, 2.64, 388.1
create-asset-load-1800, 124738, 0, 417.6, 6.95, 0.36, 2.70, 417.1
