Name, Succ, Fail, Send Rate (TPS), Max Latency (s), Min Latency (s), Avg Latency (s), Throughput (TPS)
create-asset-load-675, 69841, 0, 234.4, 5.34, 0.34, 1.67, 234.0
create-asset-load-750, 69439, 0, 232.5, 5.60, 0.27, 1.92, 232.3
create-asset-load-825, 66275, 0, 221.1, 6.69, 0.16, 2.23, 220.6
create-asset-load-900, 68085, 0, 226.6, 7.17, 0.16, 2.54, 226.3

Benchmark 3
create-asset-load-75, 24011, 0, 80.9, 1.66, 0.19, 0.73, 80.8
create-asset-load-150, 31067, 0, 104.5, 1.64, 0.13, 0.81, 104.4
create-asset-load-225, 41292, 0, 138.8, 2.27, 0.17, 0.89, 138.6
create-asset-load-300, 56277, 0, 189.2, 3.10, 0.23, 1.07, 188.8
create-asset-load-375, 58846, 0, 198.0, 3.01, 0.21, 1.09, 197.8
create-asset-load-450, 58361, 0, 196.2, 3.83, 0.20, 1.30, 195.8
create-asset-load-525, 65481, 0, 220.4, 4.29, 0.20, 1.44, 220.2
create-asset-load-600, 69231, 0, 232.6, 4.30, 0.24, 1.68, 232.2
create-asset-load-675, 69271, 0, 232.6, 5.47, 0.41, 1.65, 232.1
create-asset-load-750, 70630, 0, 237.2, 5.33, 0.22, 1.82, 236.9
create-asset-load-825, 65441, 0, 218.5, 5.73, 0.27, 2.24, 218.0
create-asset-load-900, 65838, 0, 220.5, 6.80, 0.27, 2.56, 220.0

Benchmark 4
create-asset-load-75, 22890, 0, 77.2, 1.59, 0.16, 0.75, 77.0
create-asset-load-150, 30235, 0, 101.8, 1.93, 0.15, 0.84, 101.7
create-asset-load-225, 39290, 0, 132.3, 2.22, 0.17, 0.95, 131.9
create-asset-load-300, 51729, 0, 173.9, 3.03, 0.21, 1.15, 173.7
create-asset-load-375, 52751, 0, 177.3, 3.31, 0.21, 1.21, 177.0
create-asset-load-450, 55759, 0, 187.1, 3.88, 0.18, 1.34, 186.8
create-asset-load-525, 58659, 0, 197.4, 4.70, 0.34, 1.61, 197.1
create-asset-load-600, 63275, 0, 211.1, 4.84, 0.17, 1.86, 210.7
create-asset-load-675, 65499, 0, 219.6, 5.34, 0.20, 1.73, 219.1
create-asset-load-750, 65312, 0, 218.5, 5.65, 0.27, 2.04, 217.6
create-asset-load-825, 70585, 0, 236.9, 7.09, 0.33, 2.20, 236.4
create-asset-load-900, 69140, 0, 231.6, 6.95, 0.44, 2.45, 230.8

Benchmark 5
create-asset-load-75, 23198, 0, 78.2, 1.46, 0.22, 0.70, 78.1
create-asset-load-150, 31962, 0, 107.7, 1.77, 0.16, 0.82, 107.5
create-asset-load-225, 42602, 0, 143.4, 2.05, 0.16, 0.87, 143.1
create-asset-load-300, 57927, 0, 194.8, 2.72, 0.25, 1.05, 194.6
create-asset-load-375, 58277, 0, 196.0, 2.97, 0.22, 1.10, 195.7
create-asset-load-450, 60173, 0, 202.1, 3.96, 0.18, 1.27, 201.9
create-asset-load-525, 65673, 0, 220.8, 4.36, 0.14, 1.42, 220.7
create-asset-load-600, 68004, 0, 228.2, 4.89, 0.18, 1.67, 227.7
create-asset-load-675, 75945, 0, 255.0, 5.71, 0.23, 1.51, 254.6
create-asset-load-750, 71106, 0, 238.2, 5.24, 0.26, 1.86, 237.6
create-asset-load-825, 66469, 0, 222.1, 6.03, 0.27, 2.23, 221.6
create-asset-load-900, 72799, 0, 243.1, 7.44, 0.16, 2.34, 242.8

Benchmark 6
create-asset-load-75, 22284, 0, 75.1, 1.54, 0.19, 0.73, 74.9
create-asset-load-150, 30940, 0, 104.1, 1.97, 0.16, 0.80, 104.0
create-asset-load-225, 40731, 0, 137.2, 2.18, 0.20, 0.91, 136.9
create-asset-load-300, 51637, 0, 173.8, 3.19, 0.21, 1.13, 173.6
create-asset-load-375, 55281, 0, 185.9, 3.31, 0.17, 1.16, 185.6
create-asset-load-450, 58286, 0, 195.8, 4.73, 0.23, 1.34, 195.3
create-asset-load-525, 60988, 0, 204.2, 4.14, 0.18, 1.53, 203.8
create-asset-load-600, 66675, 0, 223.6, 4.65, 0.20, 1.70, 223.1
create-asset-load-675, 65746, 0, 221.0, 5.18, 0.34, 1.74, 220.6
create-asset-load-750, 66121, 0, 221.3, 5.63, 0.33, 2.00, 220.0
create-asset-load-825, 68511, 0, 230.5, 6.89, 0.32, 2.20, 229.9
create-asset-load-900, 70353, 0, 233.9, 9.08, 0.29, 2.42, 233.4

Benchmark 7
create-asset-load-75, 23190, 0, 78.1, 1.58, 0.21, 0.75, 78.0
create-asset-load-150, 29619, 0, 99.6, 1.75, 0.17, 0.84, 99.5
create-asset-load-225, 38675, 0, 130.0, 2.26, 0.21, 0.94, 129.8
create-asset-load-300, 52328, 0, 175.7, 2.73, 0.22, 1.13, 175.3
create-asset-load-375, 57124, 0, 192.1, 3.22, 0.23, 1.16, 191.8
create-asset-load-450, 57800, 0, 194.2, 3.49, 0.21, 1.32, 193.8
create-asset-load-525, 61013, 0, 204.3, 4.50, 0.21, 1.47, 203.9
create-asset-load-600, 71058, 0, 238.7, 5.16, 0.17, 1.67, 238.2
create-asset-load-675, 67419, 0, 226.1, 5.56, 0.37, 1.65, 225.8
create-asset-load-750, 71841, 0, 241.2, 6.17, 0.20, 1.80, 240.8
create-asset-load-825, 66259, 0, 221.3, 6.17, 0.35, 2.35, 221.1
create-asset-load-900, 67563, 0, 224.8, 7.00, 0.19, 2.46, 224.3

Benchmark 8
create-asset-load-75, 22756, 0, 76.7, 1.56, 0.21, 0.74, 76.6
create-asset-load-150, 30791, 0, 103.7, 1.83, 0.17, 0.80, 103.4
create-asset-load-225, 41165, 0, 138.5, 2.58, 0.17, 0.90, 138.3
create-asset-load-300, 58188, 0, 196.1, 2.76, 0.20, 1.03, 195.8
create-asset-load-375, 58149, 0, 195.6, 3.03, 0.25, 1.12, 195.3
create-asset-load-450, 63001, 0, 211.6, 3.31, 0.13, 1.21, 211.1
create-asset-load-525, 65221, 0, 218.6, 4.73, 0.16, 1.41, 218.2
create-asset-load-600, 65879, 0, 219.8, 4.55, 0.29, 1.76, 219.6
create-asset-load-675, 76197, 0, 255.8, 4.87, 0.20, 1.51, 255.5
create-asset-load-750, 64424, 0, 215.4, 5.29, 0.28, 2.02, 215.0
create-asset-load-825, 67197, 0, 224.9, 6.99, 0.15, 2.19, 224.4
create-asset-load-900, 68272, 0, 228.7, 6.90, 0.16, 2.56, 228.3

Benchmark 9
create-asset-load-75, 22255, 0, 75.0, 1.49, 0.22, 0.74, 74.9
create-asset-load-150, 31073, 0, 104.6, 1.63, 0.15, 0.80, 104.5
create-asset-load-225, 42454, 0, 142.9, 2.22, 0.18, 0.87, 142.6
create-asset-load-300, 55866, 0, 187.8, 2.64, 0.17, 1.07, 187.7
create-asset-load-375, 58660, 0, 197.5, 3.14, 0.19, 1.12, 197.1
create-asset-load-450, 60147, 0, 202.2, 4.97, 0.22, 1.29, 202.0
create-asset-load-525, 64317, 0, 216.6, 4.43, 0.27, 1.46, 216.0
create-asset-load-600, 66872, 0, 224.0, 4.47, 0.23, 1.71, 223.6
create-asset-load-675, 69328, 0, 232.7, 5.16, 0.31, 1.70, 232.2
create-asset-load-750, 64842, 0, 217.2, 5.80, 0.20, 2.06, 216.7
create-asset-load-825, 68661, 0, 230.7, 6.11, 0.26, 2.13, 230.2
create-asset-load-900, 63216, 0, 210.7, 8.89, 0.21, 2.58, 208.3
