Name, Succ, Fail, Send Rate (TPS), Max Latency (s), Min Latency (s), Avg Latency (s), Throughput (TPS)
create-asset-load-1200, 195470, 0, 657.6, 2.92, 0.18, 1.21, 657.0
create-asset-load-1350, 192834, 0, 649.9, 3.32, 0.20, 1.40, 646.5
create-asset-load-1500, 175369, 0, 589.5, 3.60, 0.31, 1.67, 588.8
create-asset-load-1650, 184297, 0, 620.8, 3.60, 0.58, 1.88, 618.2
create-asset-load-1800, 179126, 0, 601.7, 4.61, 0.25, 1.95, 600.2

Benchmark 4
create-asset-load-300, 76082, 0, 255.8, 1.41, 0.12, 0.70, 255.3
create-asset-load-600, 132579, 0, 446.7, 2.26, 0.16, 0.90, 445.9
create-asset-load-900, 170625, 0, 574.3, 2.72, 0.19, 1.07, 573.6
create-asset-load-1050, 180097, 0, 607.3, 2.88, 0.15, 1.08, 606.1
create-asset-load-1200, 192754, 0, 648.5, 3.09, 0.22, 1.22, 647.7
create-asset-load-1350, 199226, 0, 669.7, 3.18, 0.25, 1.33, 668.2
create-asset-load-1500, 184784, 0, 621.4, 3.76, 0.36, 1.59, 620.1
create-asset-load-1650, 183599, 0, 614.5, 4.42, 0.19, 1.86, 613.1
create-asset-load-1800, 183521, 0, 616.0, 4.16, 0.14, 1.93, 614.7

Benchmark 5
create-asset-load-300, 77901, 0, 262.1, 1.50, 0.09, 0.71, 261.6
create-asset-load-600, 134159, 0, 452.2, 2.25, 0.15, 0.91, 451.9
create-asset-load-900, 183492, 0, 618.3, 2.88, 0.18, 1.00, 617.3
create-asset-load-1050, 177239, 0, 596.9, 2.75, 0.13, 1.06, 595.7
create-asset-load-1200, 196299, 0, 660.5, 3.42, 0.12, 1.20, 659.2
create-asset-load-1350, 190280, 0, 638.8, 3.37, 0.26, 1.41, 637.6
create-asset-load-1500, 183300, 0, 618.1, 3.60, 0.25, 1.59, 616.3
create-asset-load-1650, 184939, 0, 620.6, 4.44, 0.41, 1.91, 619.1
create-asset-load-1800, 180025, 0, 604.1, 4.52, 0.32, 1.95, 603.5

Benchmark 6
create-asset-load-300, 74535, 0, 251.2, 1.53, 0.14, 0.70, 250.8
create-asset-load-600, 134032, 0, 451.5, 2.17, 0.14, 0.90, 450.8
create-asset-load-900, 173591, 0, 585.0, 2.36, 0.14, 1.03, 582.7
create-asset-load-1050, 176447, 0, 594.7, 2.82, 0.15, 1.12, 593.9
create-asset-load-1200, 181336, 0, 611.1, 3.23, 0.24, 1.30, 610.3
create-asset-load-1350, 199554, 0, 672.6, 3.55, 0.18, 1.37, 672.2
create-asset-load-1500, 189382, 0, 637.5, 3.62, 0.27, 1.58, 636.0
create-asset-load-1650, 181530, 0, 608.6, 3.99, 0.17, 1.89, 607.4
create-asset-load-1800, 173375, 0, 578.2, 4.05, 0.29, 1.98, 577.2

Benchmark 7
create-asset-load-300, 77137, 0, 260.0, 1.47, 0.12, 0.71, 259.6
create-asset-load-600, 134082, 0, 451.6, 2.06, 0.14, 0.89, 451.1
create-asset-load-900, 167716, 0, 565.4, 2.54, 0.18, 1.08, 564.9
create-asset-load-1050, 175720, 0, 591.5, 2.75, 0.17, 1.13, 590.6
create-asset-load-1200, 180226, 0, 607.3, 2.91, 0.20, 1.33, 606.1
create-asset-load-1350, 192147, 0, 645.7, 3.44, 0.19, 1.39, 643.4
create-asset-load-1500, 184399, 0, 619.7, 3.54, 0.39, 1.61, 618.8
create-asset-load-1650, 186439, 0, 627.7, 4.26, 0.42, 1.87, 623.8
create-asset-load-1800, 184889, 0, 620.6, 4.30, 0.24, 1.90, 619.8

Benchmark 8
create-asset-load-300, 75045, 0, 253.0, 1.63, 0.13, 0.72, 252.5
create-asset-load-600, 134706, 0, 453.9, 2.08, 0.15, 0.90, 453.3
create-asset-load-900, 177268, 0, 596.9, 2.69, 0.12, 1.04, 595.9
create-asset-load-1050, 178823, 0, 602.1, 2.81, 0.14, 1.10, 601.5
create-asset-load-1200, 191986, 0, 645.9, 2.91, 0.14, 1.24, 644.7
create-asset-load-1350, 200730, 0, 677.2, 3.15, 0.15, 1.34, 675.9
create-asset-load-1500, 188960, 0, 632.9, 3.76, 0.21, 1.55, 632.2
create-asset-load-1650, 178175, 0, 598.8, 4.00, 0.29, 1.93, 596.7
create-asset-load-1800, 180005, 0, 604.1, 4.94, 0.27, 1.93, 603.4

Benchmark 9
create-asset-load-300, 73007, 0, 245.6, 1.46, 0.13, 0.73, 245.3
create-asset-load-600, 136095, 0, 458.6, 1.98, 0.14, 0.90, 457.8
create-asset-load-900, 175618, 0, 591.2, 2.58, 0.15, 1.04, 590.2
create-asset-load-1050, 180712, 0, 607.2, 2.78, 0.12, 1.08, 606.2
create-asset-load-1200, 193159, 0, 650.4, 3.20, 0.12, 1.22, 650.1
create-asset-load-1350, 207404, 0, 696.6, 3.08, 0.27, 1.33, 695.5
create-asset-load-1500, 181297, 0, 609.6, 4.13, 0.23, 1.63, 608.1
create-asset-load-1650, 184354, 0, 619.0, 4.40, 0.36, 1.78, 617.9
create-asset-load-1800, 167964, 0, 563.6, 4.21, 0.34, 2.09, 562.3
