Name, Succ, Fail, Send Rate (TPS), Max Latency (s), Min Latency (s), Avg Latency (s), Throughput (TPS)
create-asset-load-675, 56119, 0, 188.2, 5.71, 0.26, 1.99, 188.0
create-asset-load-750, 54898, 0, 183.6, 6.46, 0.26, 2.36, 183.2
create-asset-load-825, 59150, 0, 197.0, 7.36, 0.25, 2.41, 196.8
create-asset-load-900, 60533, 0, 202.8, 7.43, 0.41, 2.67, 201.8

Benchmark 3
create-asset-load-75, 21989, 0, 73.9, 1.88, 0.18, 0.79, 73.8
create-asset-load-150, 26019, 0, 87.5, 2.26, 0.19, 0.93, 87.3
create-asset-load-225, 34233, 0, 114.9, 2.69, 0.12, 1.08, 114.7
create-asset-load-300, 43483, 0, 145.8, 3.27, 0.23, 1.30, 145.1
create-asset-load-375, 50742, 0, 170.4, 4.64, 0.30, 1.36, 170.2
create-asset-load-450, 46480, 0, 156.3, 4.14, 0.25, 1.55, 156.1
create-asset-load-525, 50432, 0, 169.5, 4.78, 0.18, 1.80, 169.1
create-asset-load-600, 54285, 0, 182.4, 6.41, 0.24, 2.02, 182.1
create-asset-load-675, 58026, 0, 194.5, 5.78, 0.19, 1.95, 194.1
create-asset-load-750, 58638, 0, 195.9, 7.14, 0.19, 2.26, 195.6
create-asset-load-825, 57598, 0, 193.5, 7.32, 0.47, 2.47, 193.2
create-asset-load-900, 65421, 0, 219.5, 7.15, 0.53, 2.66, 218.9

Benchmark 4
create-asset-load-75, 20622, 0, 69.4, 1.75, 0.16, 0.80, 69.3
create-asset-load-150, 28375, 0, 95.5, 2.25, 0.18, 0.89, 95.4
create-asset-load-225, 37856, 0, 127.2, 3.03, 0.18, 0.99, 127.0
create-asset-load-300, 46431, 0, 156.0, 3.64, 0.21, 1.25, 155.7
create-asset-load-375, 50584, 0, 170.0, 4.02, 0.14, 1.36, 169.7
create-asset-load-450, 49200, 0, 165.0, 4.09, 0.20, 1.54, 164.8
create-asset-load-525, 50996, 0, 171.6, 4.74, 0.27, 1.83, 171.2
create-asset-load-600, 58968, 0, 198.0, 5.48, 0.27, 1.98, 197.6
create-asset-load-675, 59611, 0, 199.7, 5.38, 0.20, 1.89, 199.6
create-asset-load-750, 58637, 0, 196.2, 7.04, 0.31, 2.16, 196.0
create-asset-load-825, 58338, 0, 195.5, 7.75, 0.25, 2.46, 195.3
create-asset-load-900, 60825, 0, 202.3, 8.13, 0.22, 2.69, 201.9

Benchmark 5
create-asset-load-75, 21314, 0, 71.6, 1.79, 0.20, 0.78, 71.5
create-asset-load-150, 28218, 0, 94.9, 2.29, 0.15, 0.90, 94.7
create-asset-load-225, 33813, 0, 113.5, 2.49, 0.20, 1.09, 113.3
create-asset-load-300, 46136, 0, 155.2, 3.33, 0.23, 1.26, 155.0
create-asset-load-375, 48414, 0, 162.7, 3.79, 0.20, 1.38, 162.3
create-asset-load-450, 50754, 0, 171.0, 4.56, 0.22, 1.49, 170.7
create-asset-load-525, 51043, 0, 170.9, 5.68, 0.16, 1.78, 170.6
create-asset-load-600, 54508, 0, 183.0, 6.51, 0.26, 1.99, 182.6
create-asset-load-675, 58268, 0, 195.2, 6.01, 0.21, 1.87, 194.9
create-asset-load-750, 53705, 0, 179.8, 6.75, 0.17, 2.38, 179.6
create-asset-load-825, 60771, 0, 202.5, 7.60, 0.30, 2.42, 202.1
create-asset-load-900, 60539, 0, 201.4, 7.65, 0.24, 2.65, 200.9

Benchmark 6
create-asset-load-75, 24648, 0, 83.0, 1.66, 0.17, 0.71, 83.0
create-asset-load-150, 29119, 0, 98.0, 2.08, 0.19, 0.86, 97.8
create-asset-load-225, 35807, 0, 120.7, 2.65, 0.17, 1.03, 120.4
create-asset-load-300, 47424, 0, 159.0, 3.23, 0.20, 1.21, 158.7
create-asset-load-375, 54592, 0, 183.9, 3.85, 0.33, 1.24, 183.5
create-asset-load-450, 49975, 0, 167.6, 3.89, 0.17, 1.51, 167.4
create-asset-load-525, 52177, 0, 175.1, 5.42, 0.28, 1.74, 174.8
create-asset-load-600, 58186, 0, 195.3, 5.94, 0.24, 1.97, 194.7
create-asset-load-675, 58376, 0, 195.5, 6.44, 0.14, 1.97, 194.9
create-asset-load-750, 55051, 0, 183.7, 6.44, 0.15, 2.26, 183.6
create-asset-load-825, 63224, 0, 212.2, 6.85, 0.34, 2.32, 211.9
create-asset-load-900, 63593, 0, 212.9, 7.46, 0.42, 2.62, 212.0

Benchmark 7
create-asset-load-75, 21735, 0, 73.2, 1.61, 0.20, 0.76, 73.1
create-asset-load-150, 29692, 0, 99.9, 2.02, 0.15, 0.87, 99.7
create-asset-load-225, 39732, 0, 133.5, 2.60, 0.18, 0.94, 133.3
create-asset-load-300, 49544, 0, 166.3, 2.84, 0.16, 1.15, 166.0
create-asset-load-375, 55525, 0, 186.7, 4.27, 0.17, 1.19, 186.3
create-asset-load-450, 56672, 0, 190.5, 4.13, 0.27, 1.36, 190.3
create-asset-load-525, 56433, 0, 188.9, 4.45, 0.22, 1.61, 188.7
create-asset-load-600, 60205, 0, 202.3, 5.25, 0.21, 1.82, 201.9
create-asset-load-675, 63652, 0, 213.8, 5.35, 0.20, 1.81, 213.5
create-asset-load-750, 64435, 0, 215.6, 5.91, 0.21, 2.09, 215.3
create-asset-load-825, 62368, 0, 209.5, 6.81, 0.41, 2.36, 208.6
create-asset-load-900, 64291, 0, 215.5, 7.93, 0.39, 2.60, 214.9

Benchmark 8
create-asset-load-75, 21643, 0, 73.0, 1.90, 0.17, 0.76, 72.8
create-asset-load-150, 28458, 0, 95.7, 2.42, 0.18, 0.87, 95.6
create-asset-load-225, 37896, 0, 127.4, 2.41, 0.16, 0.99, 127.2
create-asset-load-300, 46111, 0, 155.1, 3.56, 0.19, 1.24, 154.9
create-asset-load-375, 51038, 0, 171.7, 3.50, 0.26, 1.28, 171.4
create-asset-load-450, 52678, 0, 176.8, 3.62, 0.20, 1.37, 176.7
create-asset-load-525, 56047, 0, 188.6, 4.29, 0.19, 1.66, 188.3
create-asset-load-600, 62541, 0, 209.1, 5.39, 0.21, 1.76, 209.0
create-asset-load-675, 63135, 0, 211.8, 5.44, 0.16, 1.79, 211.3
create-asset-load-750, 62439, 0, 209.3, 5.90, 0.24, 2.08, 209.0
create-asset-load-825, 62252, 0, 207.5, 6.83, 0.17, 2.25, 207.1
create-asset-load-900, 67588, 0, 226.4, 7.44, 0.18, 2.49, 226.0

Benchmark 9
create-asset-load-75, 23632, 0, 79.5, 1.89, 0.17, 0.75, 79.3
create-asset-load-150, 30100, 0, 101.3, 2.26, 0.18, 0.85, 101.1
create-asset-load-225, 36008, 0, 120.9, 2.56, 0.20, 1.03, 120.7
create-asset-load-300, 46521, 0, 155.9, 3.08, 0.23, 1.21, 155.7
create-asset-load-375, 52092, 0, 175.0, 3.96, 0.31, 1.27, 174.5
create-asset-load-450, 51112, 0, 170.7, 4.67, 0.17, 1.47, 170.3
create-asset-load-525, 52573, 0, 176.9, 4.77, 0.30, 1.73, 176.5
create-asset-load-600, 58708, 0, 197.0, 6.29, 0.24, 1.91, 196.8
create-asset-load-675, 63707, 0, 213.7, 5.88, 0.35, 1.81, 213.4
create-asset-load-750, 60835, 0, 203.6, 6.19, 0.32, 2.02, 203.4
create-asset-load-825, 61211, 0, 205.2, 6.70, 0.30, 2.34, 205.0
create-asset-load-900, 64655, 0, 216.6, 7.75, 0.38, 2.57, 215.8
