Name, Succ, Fail, Send Rate (TPS), Max Latency (s), Min Latency (s), Avg Latency (s), Throughput (TPS)
create-asset-load-600, 153573, 0, 517.5, 1.78, 0.13, 0.79, 516.9
create-asset-load-900, 194451, 0, 654.9, 2.08, 0.14, 0.93, 654.1
create-asset-load-1200, 217262, 0, 731.3, 2.59, 0.20, 1.07, 729.7
create-asset-load-1500, 222503, 0, 748.4, 3.52, 0.19, 1.32, 748.0
create-asset-load-1800, 212690, 0, 715.2, 3.30, 0.22, 1.69, 714.0
create-asset-load-2100, 214297, 0, 721.7, 3.86, 0.23, 1.84, 720.6
create-asset-load-2400, 224957, 0, 754.7, 4.26, 0.33, 2.10, 751.2
create-asset-load-2700, 236175, 0, 792.7, 5.23, 0.33, 2.04, 789.9
create-asset-load-3000, 224155, 0, 753.6, 5.03, 0.33, 2.62, 751.9

Benchmark 4
create-asset-load-300, 84574, 0, 284.6, 1.30, 0.10, 0.64, 284.5
create-asset-load-600, 155886, 0, 525.3, 1.86, 0.10, 0.78, 524.3
create-asset-load-900, 195065, 0, 657.2, 2.25, 0.13, 0.95, 656.1
create-asset-load-1200, 210753, 0, 709.2, 2.80, 0.16, 1.15, 708.2
create-asset-load-1500, 222955, 0, 752.8, 3.53, 0.19, 1.31, 751.2
create-asset-load-1800, 220449, 0, 743.1, 3.54, 0.27, 1.60, 740.6
create-asset-load-2100, 217872, 0, 731.5, 3.68, 0.14, 1.82, 730.3
create-asset-load-2400, 249559, 0, 838.7, 3.81, 0.19, 1.88, 837.2
create-asset-load-2700, 217189, 0, 730.0, 4.83, 0.46, 2.39, 728.6
create-asset-load-3000, 197365, 0, 660.6, 5.57, 0.68, 3.22, 659.1

Benchmark 5
create-asset-load-300, 82523, 0, 277.6, 1.24, 0.12, 0.65, 277.1
create-asset-load-600, 155473, 0, 524.4, 1.78, 0.14, 0.78, 523.7
create-asset-load-900, 190258, 0, 641.1, 2.24, 0.12, 0.96, 639.8
create-asset-load-1200, 223029, 0, 751.2, 2.54, 0.17, 1.06, 749.6
create-asset-load-1500, 236642, 0, 796.1, 3.28, 0.17, 1.24, 794.8
create-asset-load-1800, 224859, 0, 756.4, 3.60, 0.24, 1.50, 755.6
create-asset-load-2100, 196697, 0, 660.5, 4.22, 0.32, 2.03, 659.1
create-asset-load-2400, 194204, 0, 650.5, 4.40, 0.23, 2.51, 648.8
create-asset-load-2700, 200421, 0, 670.9, 4.92, 0.48, 2.70, 669.8
create-asset-load-3000, 192259, 0, 643.0, 6.49, 0.65, 3.16, 641.3

Benchmark 6
create-asset-load-300, 80362, 0, 270.3, 1.25, 0.13, 0.67, 269.7
create-asset-load-600, 145692, 0, 491.2, 1.84, 0.14, 0.84, 490.2
create-asset-load-900, 187211, 0, 630.4, 2.62, 0.15, 0.96, 629.3
create-asset-load-1200, 210300, 0, 709.8, 2.75, 0.21, 1.14, 709.0
create-asset-load-1500, 224368, 0, 757.0, 3.40, 0.18, 1.31, 754.9
create-asset-load-1800, 223955, 0, 752.6, 3.50, 0.21, 1.57, 751.8
create-asset-load-2100, 219743, 0, 737.5, 3.80, 0.28, 1.90, 736.7
create-asset-load-2400, 255095, 0, 857.2, 4.00, 0.33, 1.74, 855.2
create-asset-load-2700, 245453, 0, 823.5, 4.68, 0.38, 2.08, 822.4
create-asset-load-3000, 203502, 0, 681.5, 6.57, 0.58, 2.95, 679.9

Benchmark 7
create-asset-load-300, 83172, 0, 280.1, 1.53, 0.13, 0.63, 279.9
create-asset-load-600, 150785, 0, 507.6, 1.77, 0.14, 0.79, 506.6
create-asset-load-900, 199900, 0, 673.4, 2.38, 0.12, 0.92, 672.9
create-asset-load-1200, 215793, 0, 726.7, 3.35, 0.16, 1.09, 726.1
create-asset-load-1500, 227377, 0, 765.6, 3.04, 0.23, 1.33, 762.8
create-asset-load-1800, 218689, 0, 737.5, 3.31, 0.24, 1.60, 736.9
create-asset-load-2100, 195841, 0, 657.0, 4.02, 0.21, 2.12, 655.8
create-asset-load-2400, 205959, 0, 688.7, 4.47, 0.19, 2.26, 687.1
create-asset-load-2700, 209526, 0, 701.7, 4.70, 0.24, 2.51, 700.1
create-asset-load-3000, 217627, 0, 730.1, 6.07, 0.45, 2.86, 728.4

Benchmark 8
create-asset-load-300, 83526, 0, 281.3, 1.32, 0.13, 0.63, 280.7
create-asset-load-600, 152491, 0, 514.3, 1.94, 0.16, 0.78, 513.3
create-asset-load-900, 196326, 0, 660.9, 2.21, 0.11, 0.91, 660.3
create-asset-load-1200, 220508, 0, 742.9, 2.54, 0.17, 1.06, 741.4
create-asset-load-1500, 243185, 0, 818.8, 2.73, 0.16, 1.18, 817.1
create-asset-load-1800, 209373, 0, 703.6, 3.65, 0.22, 1.70, 701.7
create-asset-load-2100, 198696, 0, 667.3, 4.17, 0.20, 2.06, 666.0
create-asset-load-2400, 214309, 0, 718.5, 4.21, 0.15, 2.15, 717.0
create-asset-load-2700, 208670, 0, 699.0, 5.16, 0.36, 2.48, 696.9
create-asset-load-3000, 204951, 0, 685.6, 5.64, 0.34, 2.96, 684.8

Benchmark 9
create-asset-load-300, 84643, 0, 284.9, 1.48, 0.16, 0.61, 284.5
create-asset-load-600, 153065, 0, 515.8, 1.57, 0.14, 0.78, 515.5
create-asset-load-900, 197351, 0, 664.6, 2.27, 0.15, 0.93, 663.5
create-asset-load-1200, 218177, 0, 735.1, 3.20, 0.26, 1.06, 734.1
create-asset-load-1500, 229402, 0, 771.8, 3.11, 0.19, 1.31, 771.3
create-asset-load-1800, 225953, 0, 759.4, 3.49, 0.28, 1.55, 756.8
create-asset-load-2100, 221066, 0, 742.0, 3.83, 0.26, 1.86, 741.1
create-asset-load-2400, 216072, 0, 725.5, 4.49, 0.31, 2.14, 720.4
create-asset-load-2700, 211438, 0, 708.2, 4.95, 0.53, 2.57, 704.8
create-asset-load-3000, 205593, 0, 690.5, 6.61, 0.20, 2.84, 689.0
