Name, Succ, Fail, Send Rate (TPS), Max Latency (s), Min Latency (s), Avg Latency (s), Throughput (TPS)
create-asset-load-600, 118322, 0, 398.3, 2.20, 0.17, 1.00, 397.2
create-asset-load-900, 160504, 0, 540.4, 2.84, 0.28, 1.14, 537.3
create-asset-load-1200, 192276, 0, 646.9, 3.26, 0.41, 1.27, 644.8
create-asset-load-1500, 209467, 0, 701.7, 4.24, 0.25, 1.43, 699.5
create-asset-load-1800, 220492, 0, 741.4, 3.99, 0.46, 1.56, 739.2
create-asset-load-2100, 226642, 0, 759.6, 4.16, 0.13, 1.81, 759.2
create-asset-load-2400, 218559, 0, 733.1, 4.39, 0.25, 2.08, 732.5
create-asset-load-2700, 222450, 0, 740.0, 4.57, 0.11, 2.31, 738.5
create-asset-load-3000, 198194, 0, 665.8, 5.61, 0.58, 2.95, 664.5

Benchmark 4
create-asset-load-300, 64537, 0, 216.9, 1.89, 0.13, 0.81, 216.8
create-asset-load-600, 116410, 0, 392.0, 2.39, 0.23, 1.03, 391.2
create-asset-load-900, 158654, 0, 531.9, 3.18, 0.31, 1.17, 530.6
create-asset-load-1200, 192421, 0, 645.4, 3.22, 0.27, 1.23, 643.4
create-asset-load-1500, 218108, 0, 733.1, 3.87, 0.35, 1.30, 730.3
create-asset-load-1800, 215049, 0, 724.9, 4.64, 0.36, 1.61, 722.9
create-asset-load-2100, 202827, 0, 682.0, 4.25, 0.32, 2.02, 680.0
create-asset-load-2400, 200952, 0, 674.5, 4.78, 0.52, 2.24, 673.2
create-asset-load-2700, 196685, 0, 659.1, 6.00, 0.14, 2.68, 657.9
create-asset-load-3000, 197172, 0, 659.7, 6.05, 0.16, 2.91, 658.1

Benchmark 5
create-asset-load-300, 64798, 0, 217.7, 1.70, 0.14, 0.83, 217.2
create-asset-load-600, 118202, 0, 398.4, 2.54, 0.27, 0.99, 398.0
create-asset-load-900, 157586, 0, 528.6, 3.12, 0.33, 1.18, 527.3
create-asset-load-1200, 189225, 0, 638.0, 3.43, 0.18, 1.29, 635.7
create-asset-load-1500, 207883, 0, 699.0, 3.99, 0.21, 1.40, 697.0
create-asset-load-1800, 206474, 0, 693.6, 3.69, 0.36, 1.69, 691.7
create-asset-load-2100, 209363, 0, 703.7, 5.07, 0.39, 1.88, 701.8
create-asset-load-2400, 209805, 0, 703.3, 5.05, 0.55, 2.25, 701.7
create-asset-load-2700, 208389, 0, 697.7, 5.16, 0.57, 2.58, 696.2
create-asset-load-3000, 197318, 0, 663.9, 5.62, 0.68, 3.13, 659.5

Benchmark 6
create-asset-load-300, 65111, 0, 219.3, 1.75, 0.17, 0.82, 218.8
create-asset-load-600, 119188, 0, 401.5, 2.44, 0.27, 1.03, 400.5
create-asset-load-900, 162490, 0, 546.7, 2.96, 0.35, 1.11, 545.5
create-asset-load-1200, 181156, 0, 609.3, 2.98, 0.39, 1.33, 607.7
create-asset-load-1500, 212327, 0, 714.0, 3.18, 0.32, 1.33, 712.8
create-asset-load-1800, 209696, 0, 704.6, 3.40, 0.37, 1.61, 702.1
create-asset-load-2100, 204467, 0, 686.8, 4.14, 0.30, 1.95, 686.1
create-asset-load-2400, 208177, 0, 696.6, 4.91, 0.28, 2.32, 694.7
create-asset-load-2700, 200901, 0, 675.8, 5.52, 0.23, 2.61, 674.0
create-asset-load-3000, 209363, 0, 703.2, 5.75, 0.51, 2.85, 702.0

Benchmark 7
create-asset-load-300, 64117, 0, 216.1, 1.76, 0.17, 0.81, 215.9
create-asset-load-600, 113891, 0, 383.2, 2.81, 0.31, 1.05, 382.3
create-asset-load-900, 163439, 0, 550.3, 2.88, 0.21, 1.12, 549.9
create-asset-load-1200, 186337, 0, 626.9, 3.69, 0.21, 1.29, 625.6
create-asset-load-1500, 195199, 0, 655.9, 4.12, 0.37, 1.53, 654.1
create-asset-load-1800, 218602, 0, 735.0, 3.80, 0.15, 1.59, 734.6
create-asset-load-2100, 208657, 0, 697.5, 4.42, 0.47, 1.80, 695.8
create-asset-load-2400, 211034, 0, 707.7, 5.61, 0.57, 2.18, 703.8
create-asset-load-2700, 212757, 0, 713.4, 5.24, 0.27, 2.30, 712.6
create-asset-load-3000, 198592, 0, 662.1, 5.53, 0.12, 2.98, 660.7

Benchmark 8
create-asset-load-300, 64910, 0, 218.2, 1.66, 0.17, 0.81, 218.0
create-asset-load-600, 119100, 0, 400.6, 2.39, 0.14, 1.02, 399.9
create-asset-load-900, 166615, 0, 561.5, 2.84, 0.33, 1.11, 560.2
create-asset-load-1200, 193686, 0, 651.8, 2.94, 0.35, 1.25, 650.9
create-asset-load-1500, 217093, 0, 730.4, 3.34, 0.20, 1.36, 729.6
create-asset-load-1800, 207193, 0, 698.3, 4.67, 0.40, 1.67, 696.0
create-asset-load-2100, 208579, 0, 700.8, 4.37, 0.30, 1.91, 699.2
create-asset-load-2400, 236275, 0, 796.1, 4.65, 0.49, 1.83, 792.9
create-asset-load-2700, 216599, 0, 721.6, 5.36, 0.29, 2.36, 720.9
create-asset-load-3000, 204615, 0, 685.7, 5.69, 0.48, 2.79, 684.0

Benchmark 9
create-asset-load-300, 64362, 0, 216.5, 1.81, 0.16, 0.81, 216.3
create-asset-load-600, 120054, 0, 404.7, 2.16, 0.27, 0.99, 403.9
create-asset-load-900, 167342, 0, 563.5, 3.10, 0.24, 1.11, 562.0
create-asset-load-1200, 195800, 0, 656.7, 3.10, 0.13, 1.23, 655.4
create-asset-load-1500, 202520, 0, 680.6, 4.11, 0.40, 1.50, 678.1
create-asset-load-1800, 218108, 0, 733.2, 3.25, 0.34, 1.60, 732.4
create-asset-load-2100, 208399, 0, 700.9, 4.13, 0.30, 1.94, 699.1
create-asset-load-2400, 201609, 0, 676.4, 4.67, 0.40, 2.23, 675.1
create-asset-load-2700, 208124, 0, 698.2, 5.72, 0.55, 2.40, 694.8
create-asset-load-3000, 199194, 0, 666.5, 7.82, 0.39, 2.86, 665.6
