Name, Succ, Fail, Send Rate (TPS), Max Latency (s), Min Latency (s), Avg Latency (s), Throughput (TPS)
create-asset-load-1500, 106110, 0, 355.0, 7.95, 0.19, 2.71, 354.3
create-asset-load-1650, 107948, 0, 359.5, 7.94, 0.22, 2.79, 359.0
create-asset-load-1800, 99591, 0, 332.8, 12.71, 0.35, 3.28, 331.4

Benchmark 7
create-asset-load-300, 55663, 0, 187.5, 3.08, 0.15, 1.05, 187.2
create-asset-load-450, 61199, 0, 205.6, 3.48, 0.14, 1.19, 204.9
create-asset-load-600, 75708, 0, 253.7, 3.64, 0.16, 1.46, 253.1
create-asset-load-750, 78324, 0, 262.4, 4.50, 0.18, 1.65, 261.0
create-asset-load-900, 84833, 0, 283.9, 5.96, 0.15, 1.97, 283.3
create-asset-load-1050, 85252, 0, 285.9, 5.67, 0.22, 2.13, 285.3
create-asset-load-1200, 89732, 0, 300.3, 6.71, 0.16, 2.38, 299.7
create-asset-load-1350, 92642, 0, 310.8, 8.45, 0.30, 2.57, 309.9
create-asset-load-1500, 95742, 0, 320.9, 8.23, 0.21, 2.92, 320.1
create-asset-load-1650, 97197, 0, 324.0, 8.80, 0.55, 3.23, 323.3
create-asset-load-1800, 94864, 0, 316.3, 10.08, 0.27, 3.52, 315.6

Benchmark 8
create-asset-load-300, 54699, 0, 183.9, 3.06, 0.19, 1.03, 183.8
create-asset-load-450, 61501, 0, 206.5, 3.45, 0.17, 1.19, 206.3
create-asset-load-600, 74779, 0, 251.4, 3.58, 0.20, 1.49, 251.2
create-asset-load-750, 78029, 0, 262.7, 4.69, 0.24, 1.63, 262.0
create-asset-load-900, 89519, 0, 300.5, 5.86, 0.18, 1.88, 300.0
create-asset-load-1050, 87948, 0, 294.8, 6.01, 0.15, 2.10, 294.7
create-asset-load-1200, 92297, 0, 308.2, 7.11, 0.31, 2.38, 307.4
create-asset-load-1350, 92821, 0, 311.0, 6.86, 0.27, 2.64, 310.3
create-asset-load-1500, 95425, 0, 319.5, 7.99, 0.21, 2.90, 319.3
create-asset-load-1650, 94471, 0, 314.8, 9.01, 0.54, 3.14, 314.1
create-asset-load-1800, 95094, 0, 318.1, 9.13, 0.30, 3.46, 316.9

Benchmark 9
create-asset-load-300, 58551, 0, 197.3, 2.89, 0.18, 1.01, 197.0
create-asset-load-450, 61051, 0, 205.1, 4.20, 0.14, 1.21, 204.6
create-asset-load-600, 79398, 0, 267.2, 3.93, 0.26, 1.41, 266.9
create-asset-load-750, 77594, 0, 260.0, 4.70, 0.16, 1.69, 259.6
create-asset-load-900, 85229, 0, 284.5, 5.69, 0.15, 1.93, 284.3
create-asset-load-1050, 89836, 0, 301.9, 6.78, 0.24, 2.10, 301.2
create-asset-load-1200, 88957, 0, 297.9, 7.46, 0.22, 2.46, 297.4
create-asset-load-1350, 90898, 0, 302.9, 6.59, 0.17, 2.69, 302.8
create-asset-load-1500, 96651, 0, 324.0, 7.73, 0.38, 2.85, 323.1
create-asset-load-1650, 99156, 0, 332.6, 8.46, 0.36, 3.07, 331.7
create-asset-load-1800, 100704, 0, 332.5, 10.91, 0.39, 3.44, 331.8
